Titel;DOI
Solar dimming above temperate forests and its impact on local climate;10.1088/1748-9326/aac4e0
Euclidean distance can identify the mannitol level that produces the most remarkable integral effect on sugarcane micropropagation in temporary immersion bioreactors;10.1007/s10265-018-1028-7
Effect of cascade use on the carbon balance of the German and European wood sectors;10.1016/j.jclepro.2017.09.135
Effectiveness of corridors varies among phytosociological plant groups and dispersal syndromes;10.1371/journal.pone.0199980
"Actual European forest management by region, tree species and owner based on 714,000 re-measured trees in national forest inventories


region, tree species and owner based on
714,000 re-measured trees in national forest
inventories";10.1371/journal.pone.0207151
Klimarechner zur Quantifizierung der Klimaschutzleistung von Forstbetrieben auf Grundlage von Forsteinrichtungsdaten;10.3220/LBF1543210832000
Variable genotypes at the cpDNA marker locus trnDT in spontaneous rejuvenation of the species complex around the European black poplar (Populus nigra L.) and its relatives collected in Germany;10.3220/LBF1544605045000
Untersuchung der Holzdichte von Aspen und Hybridaspen mittels Pilodyn;10.3220/LBF1537788833000
Evaluierung von Genotyp-Umwelt Interaktionen bei Pappel und Weide auf landwirtschaftlichen Standorten in kurzen Umtriebszeiten – Ergebnisse aus dem ProLoc Verbundvorhaben;10.3220/LBF1542350476000
Breeding of multipurpose willows on the basis of Salix daphnoides Vill., Salix purpurea L. and Salix viminalis L.;10.3220/LBF1538634874000
Züchtung und Evaluierung von Schwarz- und Balsampappelklonen hinsichtlich Ertrag und Blattrosttoleranz in vier FastWOOD Versuchsserien;10.3220/LBF1534945636000
Identifizierung von 19 verschiedenen Pappelarten mit Hilfe von Chloroplasten- und Kernmarker-Sets;10.3220/LBF1531742472000
Poplar clones differ in their resistance against insects feeding;10.3220/LBF1534394196000
Topfversuche mit drei Pappelstandardsorten - Möglichkeiten und Herausforderungen;10.3220/LBF1530776106000
Methoden zur Erzeugung triploider Aspen und Pappeln;10.3220/LBF1529649761000
Internationale Waldbauforschung für die Praxis – Professioneller Wissenstransfer durch das RIU-Modell;10.3220/LBF1523610463000
Privatwaldeigentümer in Deutschland: Ergebnisse einer bundesweiten Telefonbefragung von Personen mit und ohne Waldeigentum;10.3220/LBF1547703799000
Maize carbon dynamics are driven by soil erosion state and plant phenology rather than nitrogen fertilization form;10.1016/j.still.2017.09.004
"Size distribution of wood particles for extruded particleboard
production determined by sieve analysis and image analysis-based
particle size measurement";10.1007/s00107-017-1215-6
Experimental determination of the compression resistance of differently shaped wood particles as influencing parameter on wood-reduced particleboard manufacturing;10.1007/s00107-017-1270-z
"Monitoring of fibre dimensions after a novel wood-plastic
compounding approach";10.1007/s00107-017-1246-z
"Enhancement of low-density particleboard properties by core layer
particle orientation";10.1007/s00107-017-1282-8
Wood nails to fix softwoods: characterization of structural deformation and lignin modification;10.1007/s00107-018-1288-x
Evaluation of low density hybrid panels using expandable granules: effect of granules diameter and content;10.1007/s00107-018-1330-z
"Stiffness modelling of particles in the core layer for the manufacturing
of wood-reduced particleboard";10.1007/s00107-018-1287-y
A chromosome‐scale assembly of the model desiccation tolerant grass Oropetium thomaeum;10.1002/pld3.96
A novel quantitative 31P NMR spectroscopic analysis of hydroxyl groups in lignosulfonic acids;10.1039/c8ay01272e
"Adaptive measures: integrating adaptive forest management and forest
landscape restoration";10.1007/s13595-018-0736-4
Phenotypic trait variation measured on European genetic trials of Fagus sylvatica L.;10.1038/sdata.2018.149
Temporal photoperiodic sensitivity and forcing requirements for budburst in temperate tree seedlings;10.1016/j.agrformet.2017.09.011
Complete chloroplast genome sequences of four Meliaceae species and comparative analyses;10.3390/ijms19030701
Do national strategies under the UN biodiversity and climate conventions address agricultural commodity consumption as deforestation driver?;10.1016/j.landusepol.2017.10.043
CO2 footprint of the seeds of rubber (Hevea brasiliensis) as a biodiesel feedstock source;10.3390/f9090548
The 2018 Woody Crops International Conference, Rhinelander, Wisconsin, USA, 22–27 July 2018;10.3390/f9110693
Monitoring global tree mortality patterns and trends. Report from the VW symposium 'Crossing scales and disciplines to identify global trends of tree mortality as indicators of forest health';10.1111/nph.14988
Atlas of vessel elements : identification of Asian timbers;10.1163/22941932-20180202
Livelihood strategies, ethnicity and rural income: the case of migrant settlers and indigenous populations in the Equadorian Amazon;10.1016/j.forpol.2017.10.011
"Supply and demand functions for global wood markets: Specification and
plausibility testing of econometric models within the global forest sector";10.1016/j.forpol.2018.04.003
"Preferences for forest structural attributes in Germany - Evidence from a
choice experiment";10.1016/j.forpol.2018.04.013
X-ray computed microtomography characterizes the wound effect that causes sap flow underestimation by thermal dissipation sensors;10.1093/treephys/tpx103
Variation in xylem vulnerability to embolism in European beech from geographically marginal populations;10.1093/treephys/tpx128
"Data synergy between leaf area index and clumping index Earth Observation
products using photon recollision probability theory";10.1016/j.rse.2018.05.026
The German Forest Strategy 2020: Target achievement control using National Forest Inventory results;10.15287/afr.2018.1185
Enzymatic treatment of deinking sludge - effect on fibre and drainage properties;10.1080/09593330.2017.1365948
Cone calorimeter testing of foam core sandwich panels treated with intumescent paper underneath the veneer (FRV);10.1002/fam.2492
Carotenoids in roots indicated the level of stress induced by mannitol and sodium azide treatment during the early stages of maize germination;10.1007/s11738-018-2744-2
Effect of surface layers compressibility and face-to-core-layer ratio on the properties of lightweight hybrid panels;10.1080/20426445.2018.1546979
Evaluation of pedestrian timber bridges in the city of Hamburg with particular consideration of design detailing;10.1080/17480272.2018.1424730
Response of oribatid mites to reforestation of degraded tropical montane pastureland;10.1016/j.ejsobi.2017.09.009
Development of nuclear SNP markers for the timber tracking of the African tree species Sapelli, Entandrophragma cylindricum;10.1007/s12686-017-0872-4
Development of a set of SNP markers for population genetics studies of Ipe (Handroanthus sp.), a valuable tree genus from Latin America;10.1007/s12686-017-0928-5
A new environmentally friendly approach to lignin-based cyclic carbonates;10.1002/macp.201700613
"A set of SNP markers for timber tracking of Larix spp. in Europe
and Russia";10.1093/forestry/cpy020
Reproducing reproduction: How to simulate mast seeding in forest models;10.1016/j.ecolmodel.2018.03.004
Etapas de desarrollo de las plantas monocotiledóneas y dicotiledóneas;10.5073/20180906-075743
Stades phénologiques des mono-et dicotylédones cultivées;10.5073/20180906-075455
Entwicklungsstadien mono- und dikotyler Pflanzen;10.5073/20180906-075119
Importance of ecological variables in explaining population dynamics of three important pine pest insects;10.3389/fpls.2018.01667
Phenological variation decreased carbon uptake in European forests during 1999-2013;10.1016/j.foreco.2018.05.062
Ansichten und Einstellungen zu Wald und Forstwirtschaft in Deutschland;10.23765/afjz0002017
Sap flow measurements;10.1007/978-3-319-49389-3_5
Modeling of energy and matter exchange;10.1007/978-3-319-49389-3_16
Moorschutz in Deutschland - Optimierung des Moormanagements in Hinblick auf den Schutz der Biodiversität und der Ökosystemleistungen : Bewertungsinstrumente und Erhebung von Indikatoren;10.19217/skr462
Gender-relevant considerations for developing REDD+ indicators;10.17528/cifor/006398
Nachhaltiges Landmanagement im Norddeutschen Tiefland;10.17875/gup2018-1073
Methodology for recording and assessing FFH forest habitat types in the scope of the 3rd National Forest Inventory (NFI 2012);10.3220/WP1494318812000
Planung, Anlage und Betreuung von Versuchsflächen der Forstpflanzenzüchtung : Handbuch für die Versuchsanstellung;10.3220/REP1496222427000
Germany's LULUCF inventory 2017;10.3220/CA1509627948000
Felder, Wälder, Treibhausgase: Landnutzung und Klimaschutz;10.3220/CA1509089296000
Methode zur Erfassung und Bewertung der FFH-Waldlebensraumtypen im Rahmen der dritten Bundeswaldinventur (BWI-2012);10.3220/WP1483429638000
Status quo der Umsetzung von Naturschutz im Wald gegen Entgelt in Deutschland : Ergebnisse einer Befragung von Forstbetrieben;10.3220/WP1513066278000
Wirkungsforschung zur Luftreinhaltung;10.3220/CA1512979806000
World markets for wood: status and prospects;10.1007/978-1-4419-0851-3
Verbundforschungsbericht WEHAM-Szenarien : Stakeholderbeteiligung bei der Entwicklung und Bewertung von Waldbehandlungs- und Holzverwendungsszenarien;10.3220/WP1499246183000
Improvement of forest management key strategies: a contribution to conservation and sustainable land use;10.5678/LCRS/PAK823-825.CIT.1644
Optimierte Saatgutqualität durch einzelbaumweise Beerntung - eine Untersuchung an Buche (Fagus sylvatica L.);10.4432/0300-4112-88-17
Nationale Treibhausgasberichterstattung: Neue Funktionen zur Schätzung der oberirdischen Biomasse am Einzelbaum;10.4432/0300-4112-88-31
Monetäre Bewertung von Ökosystemleistungen: eine kritische Sicht auf einige Kritiken (Essay);10.3188/szf.2017.0014
Variabilidad intraexpecifica en la calidad de semillas de especies forestales nativas en bosques montanos en el sur del Ecuador: Implicaciones para la restauracion de bosques;10.15359/rca.51-2.3
Polylactide/lignin blends: effects of processing conditions on structure and thermo-mechanical properties;10.1007/s10973-017-6253-0
Oxyalkylation of lignin with propylene carbonate: influence of reaction parameters on the ensuing bio-based polyols;10.1016/j.indcrop.2017.03.002
Hybridization of poplars in the central Chernozem region of russia;10.1515/sg-2016-0011
Debate is failing Europe's geneticists;10.1038/544035a
Is soil texture a major controlling factor of root:shoot ratio in cereals?;10.1111/ejss.12466
PESFOR-W: Improving the design and environmental effectiveness of wooodlands for water payments for ecosystem services;10.3897/rio.3.e13828
Tree growth indicates resource quality for foliage-feeding insects: Pattern and structure of herbivore diversity in response to productivity;10.1016/j.ecolind.2017.07.053
Topochemical analyses of furfuryl alcohol-modified radiata pine (Pinus radiata) by UMSP, light microscopy and SEM;10.1515/hf-2016-0219
Determination of uronic acids and neutral carbohydrates in pulp and biomass by hydrolysis, reductive amination and HPAEC-UV;10.1515/hf-2017-0020
Effect of volatile organic compounds from Pinus sylvestris and Picea abies on Staphylococcus aureus, Escherichia coli, Streptococcus pneumoniae and Salmonella enterica serovar Typhimurium;10.1515/hf-2017-0007
Whose equity matters? National to local equity perceptions in Vietnam's payments for forest ecosystem services scheme;10.1016/j.ecolecon.2017.01.016
"Comparison of different cyclic organic carbonates in the oxyalkylation of
various types of lignin";10.1016/j.reactfunctpolym.2017.09.011
Quantitative investigations of xylose and arabinose substituents in hydroxypropylated and hydroxyvinylethylated arabinoxylans;10.1016/j.carbpol.2017.08.034
Response of the rhizosphere prokaryotic community of barley (Hordeum vulgare L.) to elevated atmospheric CO2 concentration in open-top chambers;10.1002/mbo3.462
Compositional variations of brown seaweeds Laminaria digitata and Saccharina latissima in Danish waters;10.1007/s10811-017-1056-z
Climate change versus deforestation: Implications for tree species distribution in the dry forests of southern Ecuador;10.1371/journal.pone.0190092
Zur Bedeutung und ökonomischen Wirkung verminderter Steuersätze bei außerordentlicher Holznutzung gemäß des § 34b EStG;10.3220/LBF1520430403000
Empfehlungen für die Anlage von Samenplantagen zur Produktion gebietseigener Gehölze;10.17433/5.2017.50153469.221-227
Genomics of sex determination in dioecious trees and woody plants;10.1007/s00468-017-1525-7
How wind can shape genetic variation and adaptability in metapopulations of wind-pollinated forest trees through its effect on pollen dispersal;10.3220/LBF1485853507000
Versuchsflächen mit schnellwachsenden Baumarten in Brandenburg - Ertragskundliche Ergebnisse für 2006 bis 2015;10.3220/LBF1503914261000
Influence of face-to-core layer ratio and core layer resin content on the properties of density-decreased particleboards;10.1007/s00107-016-1059-5
Influence of material origin on the size distribution of wood particles for wood-plastic composite (WPC) manufacture;10.1007/s00107-016-1122-2
Effect of species and grinding disc distance on the surface roughness parameters of medium density fiberboard;10.1007/s00107-016-1081-7
Status and prospects for renewable energy using wood pellets from the southeastern United States;10.1111/gcbb.12445
Wood processing residues;10.1007/10_2016_69
Factors controlling the variability of organic matter in the top- and subsoil of a sandy Dystric Cambisol under beech forest;10.1016/j.geoderma.2017.09.028
Lytic polysaccharide monooxygenases disrupt the cellulose fibers structure;10.1038/srep40262
"Stability of buried carbon in deep-ploughed forest and cropland soils
- implications for carbon stocks";10.1038/s41598-017-05501-y
Adaptive and plastic responses of Quercus petraea populations to climate across Europe;10.1111/gcb.13576
"Models meet data: Challenges and opportunities in
implementing land management in Earth system models";10.1111/gcb.13988
Chilling and forcing requirements for foliage bud burst of European beech (Fagus sylvatica L.) differ between provenances and are phenotypically plastic;10.1016/j.agrformet.2016.12.002
Spatial Genetic Structure within and among Seed Stands of Pinus engelmannii Carr. and Pinus leiophylla Schiede ex Schltdl. & Cham, in Durango, Mexico;10.3390/f8010022
Is biomass accumulation in forests an option to prevent climate change induced increases in nitrate concentrations in the North German Lowland?;10.3390/f8060219
Forest site classification in the Southern Andean Region of Ecuador: a case study of pine plantations to collect a base of soil attributes;10.3390/f8120473
Development of multiplexed marker sets to identify the most relevant poplar species for breeding;10.3390/f8120492
Assessing environmental impacts of genetically modified plants on non-target organisms: the relevance of in planta studies;10.1016/j.scitotenv.2017.01.039
Microscopic investigations concerning in situ oxalate formation by the brown-rot fungus Poria Placenta;10.12841/wood.1644-3985.215.xx
Costs and carbon sequestration potential of alternative forest management measures in Germany;10.1016/j.forpol.2017.01.005
High frequency growth variability of White spruce clones does not differ from non-clonal trees at Alaskan treelines;10.1016/j.dendro.2017.05.005
Influence of footprint size and geolocation error on the precision of forest biomass estimates from space-borne waveform LiDAR;10.1016/j.rse.2017.08.014
A new prediction-based variance estimator for two-stage model-assisted surveys of forest resources;10.1016/j.rse.2017.02.001
Valorization of waste streams from deinked pulp mills through anaerobic digestion of deinking sludge;10.15376/biores.12.3.4547-4566
The potential of wheat straw high yield MEA pulp for enhancing strength properties of recycled paper;10.15376/biores.12.4.8255-8271
Giving meaning to Ellenberg nutrient values: National forest soil inventory yields frequency-based scaling;10.1111/avsc.12278
A nearest neighbour approach by genetic distance to the assignment of individual trees to geographic origin;10.1016/j.fsigen.2016.12.011
Legacy of medieval ridge and furrow cultivation of soil organic carbon distribution and stocks in forests;10.1016/j.catena.2017.02.013
Temporary immersion bioreactors (TIB) provide a versatile, cost-effective and reproducible in vitro analysis of the response of pineapple shoots to salinity and drought;10.1007/s11738-017-2576-5
Life cycle assessment of wood-plastic composites: Analysing alternative materials and identifying an environmental sound end-of-life option;10.1016/j.resconrec.2016.10.012
A screening study on extractive content and composition of Scots pine heartwood of three stands with close proximity and their resistance against basidiomycetes;10.1080/20426445.2016.1271091
Oxidation of lignin in hemp fibres by laccase: effects on mechanical properties of hemp fibres and unidirectional fibre/epoxy composites;10.1016/j.compositesa.2017.01.026
Effect of wood species, digester conditions, and defibrator disc distance on wettability of fiberboard;10.1007/s10086-017-1620-9
The continuous population approach to forest inventories and use of information in the design;10.1002/env.2480
Dynamic of nematode communities in energy plant cropping systems;10.1016/j.ejsobi.2016.12.002
Low root biomass and occurrence of ectomycorrhizal exploration types in inhabited wood ant (Formica polyctena) nests in a temperate spruce forest;10.1016/j.ejsobi.2017.02.005
Development of nuclear SNP markers for genetic tracking for Iroko, Milicia excelsa and Milicia regia;10.1007/s12686-017-0716-2
Effect of ingredient ratios of rigid polyurethane foam on foam core panels properties;10.1002/app.44722
Degradation of Miscanthus x gigantheus biochar, hydrochar and feedstock under the influence of disturbance events;10.1016/j.apsoil.2017.01.006
Development of field-applicable tests for rapid and sensitive detection of Candidatus Phytoplasma oryzae;10.1016/j.mcp.2017.06.004
An assessment framework for benefit sharing mechanisms to reduce emissions from deforestation within a forest policy mix;10.1002/eet.1771
Qualitative and quantitative response of soil organic carbon to 40 years of crop residue incorporation under contrasting nitrogen fertilisation regimes;10.1071/SR15377
"Rapid detection of ""Candidatus Phytoplasma mali"" by recombinase polymerase amplification assay";10.1111/jph.12616
Uncovering context-induced status quo effects in choice experiments;10.1016/j.jeem.2016.09.002
Quantitative analysis of the etherification degree of phenolic hydroxyl groups in oxyethylated lignins: correlation of selective aminolysis with FTIR spectoscopy;10.1021/acssuschemeng.6b01495
Growth response of 98 barley (Hordeum vulgare L.) genotypes to elevated CO2 and identification of related quantitative trait loci using genome-wide association studies;10.1111/pbr.12501
Livelihood strategies and forest product utilisation of rural households in Nepal;10.1007/s11842-017-9367-0
Carbon stocks in tree biomass and soils of German forests;10.1515/forj-2017-13
Evaluación de la conectividad estructural y funcional en el corredor de conservación Podocarpus-Yacuambi, Ecuador;10.15446/caldasia.v39n1.64324
Editorial: studying tree responses to extreme events;10.3389/fpls.2017.00596
Elm leaves 'warned' by insect egg deposition reduce survival of hatching larvae by a shift in their quantitative leaf metabolite pattern;10.1111/pce.12619
Comparison of wood resource assessment in National Forest Inventories;10.1007/978-3-319-44015-6_2
Germany;10.1007/978-3-319-44015-6_21
Analyzing multilevel governance in Vietnam : Lessons for REDD+ from the study of land-use change and benefit sharing in Nghe An and Dien Bien provinces;10.17528/cifor/006392
Einleitung;10.3220/REP1473930232000
Die Waldböden und ihre Einflussfaktoren;10.3220/REP1473930232000
Kohlenstoffvorräte und deren zeitliche Veränderungen in Waldböden;10.3220/REP1473930232000
Bodenversauerung und Nährstoffverfügbarkeit;10.3220/REP1473930232000
Nachhaltige Nutzung und Schutz von Wäldern und Waldböden;10.3220/REP1473930232000
An updated bibliography and database on forest ecosystem service valuation studies in Austria, Germany and Switzerland;10.3220/WP1479222082000
Ökonomische Analyse von Anpassungsmaßnahmen an Extremwetterereignisse im Weinbau auf einzelbetrieblicher Ebene;10.3220/REP1479977706000
Forstgenetik und Naturschutz. 5. Tagung der Sektion Forstgenetik/Forstpflanzenzüchtung am 15./16. Juni 2016 in Chorin - Tagungsband;10.3220/REP1481033372000
Ist die Einteilung der forstlichen Herkunftsgebiete in Deutschland noch zeitgemäß?;10.3220/REP1481033372000
"Die Berücksichtigung kleinräumiger Standortsunterschiede verbessert die
Evaluation von Nachkommenschaftsprüfungen";10.3220/REP1481033372000
Anwenderfreundliche DNA-Marker zur Herkunftsidentifizierung von Eichenholz;10.3220/REP1481033372000
Clusterstatistik Forst und Holz : Tabellen für das Bundesgebiet und die Länder 2000 bis 2014;10.3220/WP1479976770000
ClimWood2030, Climate benefits of material substitution by forest biomass and harvested wood products: Perspective 2030 - Final Report;10.3220/REP1468328990000
Biosafety of forest transgenic trees;10.1007/978-94-017-7529-8
Initial wet web strength of paper;10.1007/s10570-016-0961-7
Intra- and interprovenance variations in leaf morphometric traits in European Beech (Fagus sylvatica L.);10.2298/ABS151008064S
Estimating root: shoot ratio and soil carbon inputs in temperate grasslands with the RothC model;10.1007/s11104-016-3017-8
Improving Color Sources by Plant Breeding and Cultivation;10.1016/B978-0-08-100371-8.00019-1
Whole-genome draft assembly of Populus tremula x P. alba clone INRA 717-1B4;10.1515/sg-2016-0019
Opportunities for improved transparency in the timber trade through scientific verification;10.1093/biosci/biw129
Bakterienvielfalt und Nachweis potenziell pathogener Arten in einer landwirtschaftlichen Biogasanlage – neue Erkenntnisse dank Hochdurchsatz-DNA-Sequenzierung von rRNA-Gen-Amplikons;10.2376/0005-9366-15105
Long-term changes of ecosystem services at Solling, Germany: Recovery from acidification, but increasing nitrogen saturation?;10.1016/j.ecolind.2015.12.013
Influence of sugar and starch content of palm wood on fungal development and prevention of fungal colonization by acid treatment;10.1515/hf-2015-0181
Potential and limitations of inferring ecosystem photosynthetic capacity from leaf functional traits;10.1002/ece3.2479
Membrane-Associated Ubiquitin Ligase (SAUL1) supresses temperature- and humidity-dependent autoimmunity in Arabidopsis;10.1094/MPMI-07-15-0146-R
How are anatomical and hydraulic features of the mangroves Avicennia marina and Rhizophora mucronata influenced by siltation?;10.1007/s00468-016-1357-x
The third vegetative generation of a field-grown transgenic pineapple clone shows minor side effects of transformation on plant physiological parameters;10.1007/s11240-016-0950-4
Convergent local adaptation to climate in distantly related conifers;10.1126/science.aaf7812
Improving the forecast for biodiversity under climate change;10.1126/science.aad8466
Study of the solubility and composition of welded wood material at progressive welding times;10.1007/s00107-015-0991-0
Investigation of the interrelations between defibration conditions, fiber size and medium-density fiberboard (MDF) properties;10.1007/s00107-016-1094-2
The level II aggregated forest soil condition database links soil physicochemical and hydraulic properties with long-term observations of forest condition in Europe;10.1007/s13595-016-0571-4
From inventory to consumer biomass availability - the ITOC-model;10.1007/s13595-016-0582-1
Increasing water use efficiency comes at a cost for Norway Spruce;10.3390/f7120296
Development of molecular markers for determining continental origin of wood from White Oaks (Quercus L. sect. Quercus);10.1371/journal.pone.0158221
Identification and characterisation of Douglas-Fir (Pseudotsuga Menziesii (Mirb.) Franco) juvenile and adult wood grown in Southern Germany;10.12481/wood.1644-3985.C01.05
Biological characterization of panels manufactured from recycled particleboards using different adhesives;10.15376/biores.11.2.4935-4946
Revealing hidden species diversity in closely related species using nuclear SNPs, SSRs and DNA sequences - a case study in the tree genus Milicia;10.1186/s12862-016-0831-9
Phenolated lignins as reactive precursors in wood veneer and particleboard adhesion;10.1021/acs.iecr.6b00594
Regional conditions and land-use alter the potential contribution of soil arthropods to ecosystem services in grasslands;10.3389/fevo.2015.00150
Meteorological drivers of extremes in daily stem radius variations of beech, oak and pine in Northeastern Germany;10.3389/fpls.2016.00733
Annual cambial rhythm in Pinus halepensis and Pinus sylvestris as indicator for climate adaptation;10.3389/fpls.2016.01923
Agrarökologisches Potential der Durchwachsenen Silphie (Silphium perfoliatum L.) aus Sicht biologischer Vielfalt;10.1399/jfk.2016.12.12
Crop wild relatives and climate change;10.1002/9781118854396
Conservation planning for crop wild relative diversity;10.1002/9781118854396
Growth responses of the mangrove Avicennia marina to salinity: development and function of shoot hydraulic systems require saline conditions;10.1093/aob/mcu257
Xylem sap flux affects conventional stem CO2 efflux measurements in tropical trees;10.1111/btp.12257
"Diosgenin aus Yams als Hormonvorstufe : von der Pflanze für das ""Tier"" Mensch";10.1002/ciuz.201500723
Trading forests: land-use change and carbon emissions embodied in production and exports of forest-risk commodities;10.1088/1748-9326/10/12/125012
Linking satellite derived LAI patterns with subsoil heterogeneity using large-scale ground-based electromagnetic induction measurements;10.1016/j.geoderma.2014.11.015
Effects of an extremely dry winter on net ecosystem carbon exchange and tree phenology at a cork oak woodland;10.1016/j.agrformet.2015.01.017
Viviparous mangrove propagules of Ceriops tagal and Rhizophora mucronata, where both Rhizophoraceae show different dispersal and establishment strategies;10.1016/j.jembe.2015.03.014
Influence of woody tissue and leaf clumping on vertically resolved leaf area index and angular gap probability estimates;10.1016/j.foreco.2014.12.026
To leak or not to leak? : land-use displacement and carbon leakage from forest conservation;10.3384/diss.diva-104784
Visualization of the stem water content of two genera with secondary phloem produced by sucessive cambia through Magnetic Resonance Imagine (MRI);10.20870/jph.2014.e006
How to catch the patch? a dendrometer study of the radial increment through successive cambia in the mangrove Avicennia;10.1093/aob/mcu001
Postpolymerization modification of reactive polymers derived from vinylcyclopropane : III. polymer sequential functionalization using a combination of amines with alkoxyamines, hydracides, isocyabares, or acyl halides;10.1002/pola.27311
Accounting methods for international land-related leakage and distant deforestation drivers;10.1016/j.ecolecon.2014.01.005
Using expert knowledge and modeling to define mangrove composition, functioning, and threats and estimate time frame for recovery;10.1002/ece3.1085
Within-canopy variation in photosynthetic capacity, SLA and foliar N in temperate broad-leaved trees with contrasting shade tolerance;10.1007/s00468-013-0947-0
Assessing the combined use of reduced tillage and cover crops for mitigating greenhouse gas emissions from arable ecosystem;10.1016/j.geoderma.2014.01.030
Making two parallel land-use sector debates meet: Carbon leakage and indirect land-use change;10.1016/j.landusepol.2013.09.012
Oxygen isotypes signatures of transpired water vapor: the role of isotopic non-steady-state transpiration under natural conditions;10.1111/nph.12878
Influence of tree cover on herbaceous layer development and carbon and water fluxes in a Portuguese cork-oak woodland;10.1016/j.actao.2014.05.007
Species-specific climate response of oaks (Quercus spp.) under identical environmental conditions;10.3832/ifor0911-007
Stable oxygen isotope and flux partitioning demonstrates understory of an oak savanna contributes up to half of ecosystem carbon and water exchange;10.3389/fpls.2014.00530
Radiocarbon dating and wood density chronologies of mangrove trees in Arid Western Australia;10.1371/journal.pone.0080116
Blütenvielfalt der Wildpflanzenarten in Getreidefeldern Europas;10.5073/jka.2012.436.000
The anatomical basis of the link between density and mechanical strength in mangrove branches;10.1071/FP12204
Low light acclimation in five temperate broad-leaved tree species of different successional status: the significance of a shade canopy;10.1007/s13595-013-0298-4
The oxygen isotope enrichment of leaf-exported assimilates - does it always reflect lamina leaf water enrichment?;10.1111/nph.12359
Partitioning evapotranspiration - testing the Craig and Gordon model with field measurements of oxygen isotope ratios of evaporative fluxes;10.1016/j.jhydrol.2013.05.033
TRACE - Tree Rings in Archaeology, Climatology and Ecology : Vol. 10, Proceedings of the Dendrosymposium 2011, May 11th - 14th, 2011 in Orleans, France;10.2312/GFZ.b103-12036
Soil type modifies climate-growth response of beech in Southern Britain;10.2312/GFZ.b103-12036
Variation in wood density and anatomy in a widespread mangrove species;10.1007/s00468-012-0729-0
Temperature variation among mangrove latitudinal range limits worldwide;10.1007/s00468-012-0760-1
Size does matter, but not only size: two alternative dispersal strategies for viviparous mangrove propagules;10.1016/j.aquabot.2012.06.005
Differential responses of the mangrove Avicennia marina to salinity and abscisic acid;10.1071/FP12178
Analyzing forest canopies with ground-based laser scanning: a comparison with hemispherical photography;10.1016/j.agrformet.2011.10.006
Forest carbon leakage quantification methods and their suitability for assessing leakage in REDD;10.3390/f3010033
Light-dependent maintenance of hydraulic function in mangrove branches: do xylary chloroplasts play a role in embolism repair?;10.1111/j.1469-8137.2012.04187.x
Spatio-temporal trends in soil solution Bc/Al and N in relation to critical limits in European forest soils;10.1007/s11270-011-0958-7
Effects of fertilization and irrigation on productivity, plant nutrient contents and soil nutrients in southern Mongolia;10.1007/s11104-010-0409-z
Contrasting effects of precipitation and fertilization on seed viability and production of Stipa krylovii in Mongolia;10.1016/j.baae.2010.12.002
Mangrove growth rings: fact or fiction?;10.1007/s00468-010-0487-9
The influence of crop load, shoot type, canopy structure, and leaf zonal chlorosis on leaf photosynthesis of 'honeycrisp' apple trees;10.17660/ActaHortic.2011.903.106
Comparison of conventional eight-point crown projections with LiDAR-based virtual crown projections in a temperate old-growth forest;10.1007/s13595-011-0067-1
Review of ground-based methods to measure the distribution of biomass in forest canopies;10.1007/s13595-011-0040-z
3D-laser scanning: a non-destructive method for studying above-ground biomass and growth of juvenile trees;10.1016/j.agrformet.2011.05.013
Successive cambia: a developmental oddity or an adaptive structure?;10.1371/journal.pone.0016558
Land use regulates carbon budgets in eastern Germany: from NEE to NBP;10.1016/j.agrformet.2010.03.008
The relative importance of different seed dispersal modes in dry Mongolian rangelands;10.1016/j.jaridenv.2009.12.002
Time-Series reconstruction from Natural Archive Data with the averaging effect taken into account;10.1007/s11004-010-9292-7
Effects of NPK fertilisation in arid southern Mongolian desert steppes;10.1007/s11258-009-9656-6
Tracing carbon and oxygen isotope signals from newly assimilated sugars in the leaves to the tree-ring archive;10.1111/j.1365-3040.2009.01957.x
Thefou2mutation in the major vacoular cation channel TPC1 confers tolerance to inhibitory luminal calcium;10.1111/j.1365-313X.2009.03820.x
Invited views in basic and applied ecology : functional role of forest diversity: pros and cons of synthetic stands and across-site comparisons in established forests;10.1016/j.baae.2008.06.001
A safe hydraulic architecture as wood anatomical explanation for the difference in distribution of the mangroves Avicennia and Rhizophora;10.1111/j.1365-2435.2009.01551.x
On the elimination of Bias Averaging-Errors in proxy records;10.1007/s11004-008-9193-1
Biotic soil activities;10.1007/978-3-540-73526-7_21
Morphogeographic and molecular genetic analysis of the VIR white cabbage collection;10.3103/S1068367408050066
Grazing impact on plant seed production in Southern Mongolia;10.22353/mjbs.2008.06.01
A patchy growth via successive and simultaneous cambia: key to success of the most widespread mangrove species Avicennia marina?;10.1093/aob/mcm280
Estimating decomposition rate constants for European tree species from literature sources;10.1007/s10342-008-0206-x
Partial nucleotide sequence of a carlavirus from carrot (Daucus carota L.);10.1007/s11262-008-0276-3
Die Ertragsfähigkeit ostdeutscher Ackerflächen unter Klimawandel;10.2312/PIK.b103-pik1129
Agrarholz;10.2312/PIK.b103-pik1129
Ertragsprojektionen unter Klimawandel für den alternativen Anbau von Agrarholz am Beispiel der Aspe;10.2312/PIK.b103-pik1129
Impacts of summer water limitation on the carbon balance of a Scots pine forest in the southern upper Rhine plain;10.1016/j.agrformet.2008.06.008
