Titel;DOI
Development of an early flowering system for poplar breeding and biosafety research;
Analyse der Abweichung empirischer und amtlicher Meldungen zur Produktionsmenge von Schnittholz;10.3220/WP1519134675000
III International PP1530 Symposium: Genetic Variation of Flowering Time Genes and Applications for Crop Improvement : March 14-16, 2018;
"Rohstoffmonitoring Holz : Einsatz von Holz in Biomasse-Großfeuerungsanlagen 2016 ; Teilbericht";
"Rohstoffmonitoring Holz : die energetische Nutzung von Holz in Biomassefeuerungsanlagen unter 1 MW in Nichthaushalten im Jahr 2016 ; Teilbericht";
ChitoPop: Improvement of poplar pathogen response and mycorrhization by modification of LysM proteins;
Status quo der Umsetzung von Naturschutz im Wald gegen Entgelt in Deutschland : Ergebnisse einer Befragung von Stiftungen;10.3220/WP1513066749000
Guidance on developing and reporting Forest Reference Levels in accordance with Regulation (EU) 2018/841;10.2834/782602
Methodenbeschreibung zum Tabellenrahmen der European Forest Accounts und Ergebnisse der Jahre 2014 und 2015 : Abschlussbericht Teilprojekt 3;
Holzbilanzen 2015 bis 2017 für die Bundesrepublik Deutschland und Neuberechnung der Zeitreihe der Gesamtholzbilanz ab 1995;10.3220/WP1533821115000
Regionalisierte Ergebnisse der alternativen WEHAM-Szenarien;10.3220/WP1535632965000
Growth stages of mono- and dicotyledonous plants;10.5073/20180906-074619
Zur Bedeutung phänotypischer Variation von Bäumen im Klimawandel;
36. Osnabrücker Baumpflegetage;
A policy-relevant infrastructure for long-term, large-scale assessment and monitoring of forest ecosystem;10.3220/ICP1520841254000
Status and trends of inorganic nitrogen deposition to forests in Europe;10.3220/ICP1520841823000
Forest landscape restoration: integrated approaches to support effective implementation;
Social-ecological systems and forest landscape restoration;
Chapter 6.10: Harvested wood products (4.G);
Supplementary information required under article 7, paragraph 1 of the Kyoto Protocol;
Kapitel 6.10: Holzprodukte (4.G);
Zahlungsbereitschaftsanalysen in der umweltökonomischen Bewertung von öffentlichen Gütern des Waldes;
Modelling land use change in the Ecuadorian Amazon under alternative scenarios of future land use trends and governance enforcement;
Katalytisches Hydrocracken technischer Lignine unter nahkritisch-hydrothermalen Bedingungen zur Erzeugung reaktiver Monomere;
Biologie und Anwendung ausgewählter Palmenarten in Südostasien und auf dem indischen Subkontinent unter besonderer Berücksichtigung der Verbreitung, Herstellung und Anwendung von Palmenblattmanuskripten;
Chemotaxonomische Unterscheidung des Holzes von Swietenia macrophylla King aus Plantagen und Naturwaldbeständen;
Fraktionierung von Holzextrakten mittels Festphasenextraktion zur Verbesserung der Auflösung chromatographischer Verfahren;
Anatomische Untersuchung zum Nachweis der Riegelstruktur im Phloem und im Xylem von Acer pseudoplatanus;
"Advancements in fiber-polymer composites symposium 2017 : Madison, Wisconsin, USA ; 16-18 May 2017";
Status quo der Umsetzung von Naturschutz im Wald gegen Entgelt in Deutschland : Übersicht über die Instrumente der staatlichen Nachfrager;10.3220/WP1513067013000
Monitoring and assessment of trees outside forests (TOF);10.1007/978-981-10-7650-3_5
"Urban Forests in a European Perspective: What can the National Forest Inventory tell us : workshop for practitioners and researchers held on March 15, Brussels ; summary of workshop results ; IGN report";
Assessing the ability of chloroplast and nuclear DNA gene markers to verify the geographic origin of Jatoba (Hymenaea courbaril L.) timber;10.1093/jhered/esy017
Assessing interfacial bonding behaviour between wood and thermoplastics in composite materials;
Hydroxyalkylation of xylan using propylene carbonate: comparison of products from homo- and heterogeneous synthesis by HR-MAS NMR and rheology;10.1007/s10570-017-1583-4
Waldnutzung in Deutschland : einige wirtschaftliche, rechtliche und politische Hintergründe;
Jährlich 65.000 neue Privatwaldeigentümer;
6.4: Nachhaltigkeitsbetrachtung von Dämmstoffen aus nachwachsenden Rohstoffen;10.5445/KSP/1000085050
Wood products in the context of VOC regulations;
VOC emissions of construction products in the context of indoor air quality;
Einsatz molekularer Marker zur Art- und Herkunftsbestimmung von Bäumen und Holz;
Environment drives spatiotemporal patterns of clonality in white spruce (Picea glauca) in Alaska;10.1139/cjfr-2018-0234
Die klimatische Trockengrenze häufiger Baumarten hängt vom  Bodennährstoffstatus ab;10.3188/szf.2018.0323
N/P changes in tree foliage and the impact of N deposition across Europe;
"Change in sulphur pools in forest ecosystems following the reduction of
atmospheric sulphur dioxide";
Effect of the expanded polystyrene granules on the physical and mechanical properties of hybrid lightweight panels;
A new tool to discovering realistic climate-growth relationships;10.15406/freij.2017.02.00025
Echter Mehltau - Wie empfindlich sind Delphinium-Sorten?;
Nutrient retention and release in coarse woody debris of three important central European tree species and the use of NIRS   to determine deadwood chemical properties;10.1186/s40663-018-0140-4
Species-specific, pan-European diameter increment models based on data of 2.3 million trees;10.1186/s40663-018-0133-3
Effect of expandable and expanded granules diameter on the properties of hybrid-lightweight panels;10.22059/jfwp.2017.233535.852
Vierblättriges Nagelkraut [Polycarpon tetraphyllum (L.) L.] – ein Vorkommen im östlichen Brandenburg;
Holznutzung nach einem Waldbrand;
"Simulation of forest-based carbon balances for Germany: a contribution to the""carbon debt"" debate";10.1002/wene.260
Forest ecosystem services in rural areas of Germany: Insights from the national TEEB study;10.1016/j.ecoser.2018.03.014
Optimized potassium nutrition improves plant-water-relations of barley under PEG-induced osmotic stress;10.1007/s11104-018-3704-8
Bodenzustandserhebung im Wald - Dokumentation und Harmonisierung der Methoden;10.3220/WP1526989795000
Leitfaden und Dokumentation zur Waldzustandserhebung in Deutschland;10.3220/WP1513589598000
Vorkommen der Ulmenvergilbung in einheimischen Ulmenarten in Deutschland;10.5073/jka.2018.461.000
Mikrobielle Antagonisten gegen das Eschentriebsterben;10.5073/jka.2018.461.000
Mikrobielle Antagonisten gegen das Eschentriebsterben;10.5073/jka.2018.461.000
Erarbeitung von Vorschlägen für ein repräsentatives Messnetz zur Überwachung der Wirkungen bodennahen Ozons in Umsetzung der Richtlinie (EU) 2016/2284, Artikel 9 und Anhang V : Abschlussbericht;
Soil fauna effects on degradation of Fusarium graminearum mycotoxins in contaminated plant residues at different temperature regimes;10.94/PHYTO-108-10-S1.240
Aspen hybridization: Parents’ compatibility and seedlings’ growth;10.2478/sg-2018-0002
Environment and host as large-scale controls of ectomycorrhizal fungi;10.1038/s41586-018-0189-9
"Messiness of forest governance: How technical approaches suppress politics
in REDD+ and conservation projects";10.1016/j.gloenvcha.2018.02.015
Biological and topochemical studies on the resistance of excavated oak piles (Quercus sp.) from a historical bridge in Bavaria;10.1515/hf-2017-0105
"Analysis and modeling of timber storage accumulation after severe
storm events in Germany";10.1007/s10342-018-1116-1
Impacts of changing coniferous and non-coniferous wood supply on forest product markets: a German scenario case study;10.1007/s10342-018-1111-6
Schwellenwerte für bodenchemische Präferenz- und Mangelbereiche der forstlichen Hauptbaumarten abgeleitet aus Waldernährungsdaten der BZE II;
A methodical approach for systematic life cycle assessment of wood-based furniture;10.1111/jiec.12581
Solar dimming above temperate forests and its impact on local climate;10.1088/1748-9326/aac4e0
Euclidean distance can identify the mannitol level that produces the most remarkable integral effect on sugarcane micropropagation in temporary immersion bioreactors;10.1007/s10265-018-1028-7
Effect of cascade use on the carbon balance of the German and European wood sectors;10.1016/j.jclepro.2017.09.135
Effectiveness of corridors varies among phytosociological plant groups and dispersal syndromes;10.1371/journal.pone.0199980
"Actual European forest management by region, tree species and owner based on 714,000 re-measured trees in national forest inventories


region, tree species and owner based on
714,000 re-measured trees in national forest
inventories";10.1371/journal.pone.0207151
Klimarechner zur Quantifizierung der Klimaschutzleistung von Forstbetrieben auf Grundlage von Forsteinrichtungsdaten;10.3220/LBF1543210832000
Variable genotypes at the cpDNA marker locus trnDT in spontaneous rejuvenation of the species complex around the European black poplar (Populus nigra L.) and its relatives collected in Germany;10.3220/LBF1544605045000
Untersuchung der Holzdichte von Aspen und Hybridaspen mittels Pilodyn;10.3220/LBF1537788833000
Evaluierung von Genotyp-Umwelt Interaktionen bei Pappel und Weide auf landwirtschaftlichen Standorten in kurzen Umtriebszeiten – Ergebnisse aus dem ProLoc Verbundvorhaben;10.3220/LBF1542350476000
Breeding of multipurpose willows on the basis of Salix daphnoides Vill., Salix purpurea L. and Salix viminalis L.;10.3220/LBF1538634874000
Züchtung und Evaluierung von Schwarz- und Balsampappelklonen hinsichtlich Ertrag und Blattrosttoleranz in vier FastWOOD Versuchsserien;10.3220/LBF1534945636000
Identifizierung von 19 verschiedenen Pappelarten mit Hilfe von Chloroplasten- und Kernmarker-Sets;10.3220/LBF1531742472000
Poplar clones differ in their resistance against insects feeding;10.3220/LBF1534394196000
Topfversuche mit drei Pappelstandardsorten - Möglichkeiten und Herausforderungen;10.3220/LBF1530776106000
Methoden zur Erzeugung triploider Aspen und Pappeln;10.3220/LBF1529649761000
Internationale Waldbauforschung für die Praxis – Professioneller Wissenstransfer durch das RIU-Modell;10.3220/LBF1523610463000
Klimarechner zur Quantifizierung der Klimaschutzleistung von Forstbetrieben auf Grundlage von Forsteinrichtungsdaten;10.3220/LBF1543210832000
Privatwaldeigentümer in Deutschland: Ergebnisse einer bundesweiten Telefonbefragung von Personen mit und ohne Waldeigentum;10.3220/LBF1547703799000
Maize carbon dynamics are driven by soil erosion state and plant phenology rather than nitrogen fertilization form;10.1016/j.still.2017.09.004
"Size distribution of wood particles for extruded particleboard
production determined by sieve analysis and image analysis-based
particle size measurement";10.1007/s00107-017-1215-6
Experimental determination of the compression resistance of differently shaped wood particles as influencing parameter on wood-reduced particleboard manufacturing;10.1007/s00107-017-1270-z
"Monitoring of fibre dimensions after a novel wood-plastic
compounding approach";10.1007/s00107-017-1246-z
"Enhancement of low-density particleboard properties by core layer
particle orientation";10.1007/s00107-017-1282-8
Wood nails to fix softwoods: characterization of structural deformation and lignin modification;10.1007/s00107-018-1288-x
Evaluation of low density hybrid panels using expandable granules: effect of granules diameter and content;10.1007/s00107-018-1330-z
"Stiffness modelling of particles in the core layer for the manufacturing
of wood-reduced particleboard";10.1007/s00107-018-1287-y
A chromosome‐scale assembly of the model desiccation tolerant grass Oropetium thomaeum;10.1002/pld3.96
A novel quantitative 31P NMR spectroscopic analysis of hydroxyl groups in lignosulfonic acids;10.1039/c8ay01272e
Bericht zur Studienreise der DDG in den russischen Fernen Osten (Region Primorje) vom 20. September bis 2. Oktober 2017;
"Adaptive measures: integrating adaptive forest management and forest
landscape restoration";10.1007/s13595-018-0736-4
Phenotypic trait variation measured on European genetic trials of Fagus sylvatica L.;10.1038/sdata.2018.149
Temporal photoperiodic sensitivity and forcing requirements for budburst in temperate tree seedlings;10.1016/j.agrformet.2017.09.011
Complete chloroplast genome sequences of four Meliaceae species and comparative analyses;10.3390/ijms19030701
Do national strategies under the UN biodiversity and climate conventions address agricultural commodity consumption as deforestation driver?;10.1016/j.landusepol.2017.10.043
CO2 footprint of the seeds of rubber (Hevea brasiliensis) as a biodiesel feedstock source;10.3390/f9090548
The 2018 Woody Crops International Conference, Rhinelander, Wisconsin, USA, 22–27 July 2018;10.3390/f9110693
Produktionswert der Forstwirtschaft leicht rückläufig - Ergebnisse der forstwirtschaftlichen Gesamtrechnung 2016 - Nettounternehmensgewinn weiterhin auf hohem Niveau;
Auf den Spuren von Torres und Stradivari : Hamburger Thünen-Institut untersucht historische Musikinstrumente mit neuen zerstörungsfreien Prüfmethoden;
Douglasienholz aus deutschem Anbau : Wissenschaftler des Hamburger Thünen-Instituts und der Freiburger FVA B-W untersuchen Qualität deutscher Douglasien;
"Treibhausgasbilanzierung von Holzgebäuden : Beitrag des Holzbaus zum Klimaschutz - Ergebnisse aus dem Forschungsprojekt ""THG Holzbau""";
Monitoring global tree mortality patterns and trends. Report from the VW symposium 'Crossing scales and disciplines to identify global trends of tree mortality as indicators of forest health';10.1111/nph.14988
Atlas of vessel elements : identification of Asian timbers;10.1163/22941932-20180202
Holznutzung im Kleinprivatwald;
"Moderner Kleinprivatwald - Eigentümer ""first""";
Privatwaldeigentümer und gesellschaftliche Ansprüche;
Das KKEG-Verbundprojekt;
KKEG-Projekt: Telefonbefragung;
Genetisch verankerte Reaktion der Fichten auf Trockenstress?;
Die Genressourcen der Fichte erhalten und nutzen, Teil 2;
Die Genressourcen der Fichte erhalten und nutzen, Teil 1;
Klimaschutzleistung von Forstbetrieben;
Irrwege in der Klimaschutzdiskussion;
bwi.info - Das Ergebnisportal der Bundeswaldinventur;
Umsetzung von Vertragsnaturschutz im deutschen Wald;
Das WaVerNa- Forschungsprojekt im Überblick;
Wald(vertrags)naturschutz aus Sicht der Nachfrager;
Abschätzung des nicht verwerteten Derbholzes;
Die Bewertung des Holzvorrats in der Waldgesamtrechnung;
Wettbewerbsfähigkeit der Forst- und Holzwirtschaft Deutschlands;
Perspektiven für den Vertragsnaturschutz;
Lupinen wagen;
Phytate analysis and phytase application in Jatropha curcas kernel meal for use in aquaculture feeds;
Livelihood strategies, ethnicity and rural income: the case of migrant settlers and indigenous populations in the Equadorian Amazon;10.1016/j.forpol.2017.10.011
"Supply and demand functions for global wood markets: Specification and
plausibility testing of econometric models within the global forest sector";10.1016/j.forpol.2018.04.003
"Preferences for forest structural attributes in Germany - Evidence from a
choice experiment";10.1016/j.forpol.2018.04.013
X-ray computed microtomography characterizes the wound effect that causes sap flow underestimation by thermal dissipation sensors;10.1093/treephys/tpx103
Variation in xylem vulnerability to embolism in European beech from geographically marginal populations;10.1093/treephys/tpx128
"Data synergy between leaf area index and clumping index Earth Observation
products using photon recollision probability theory";10.1016/j.rse.2018.05.026
The German Forest Strategy 2020: Target achievement control using National Forest Inventory results;10.15287/afr.2018.1185
Enzymatic treatment of deinking sludge - effect on fibre and drainage properties;10.1080/09593330.2017.1365948
Cone calorimeter testing of foam core sandwich panels treated with intumescent paper underneath the veneer (FRV);10.1002/fam.2492
Carotenoids in roots indicated the level of stress induced by mannitol and sodium azide treatment during the early stages of maize germination;10.1007/s11738-018-2744-2
Effect of surface layers compressibility and face-to-core-layer ratio on the properties of lightweight hybrid panels;10.1080/20426445.2018.1546979
Method for assessing the national implications of environmental impacts from timber buildings - an exemplary study for residential buildings in Germany;
Technical Note: Limitations of a 3-D image analysis-based particle size measuring system for wood particle dimension measurement;
Evaluation of pedestrian timber bridges in the city of Hamburg with particular consideration of design detailing;10.1080/17480272.2018.1424730
Response of oribatid mites to reforestation of degraded tropical montane pastureland;10.1016/j.ejsobi.2017.09.009
Development of nuclear SNP markers for the timber tracking of the African tree species Sapelli, Entandrophragma cylindricum;10.1007/s12686-017-0872-4
Development of a set of SNP markers for population genetics studies of Ipe (Handroanthus sp.), a valuable tree genus from Latin America;10.1007/s12686-017-0928-5
A new environmentally friendly approach to lignin-based cyclic carbonates;10.1002/macp.201700613
"A set of SNP markers for timber tracking of Larix spp. in Europe
and Russia";10.1093/forestry/cpy020
Reproducing reproduction: How to simulate mast seeding in forest models;10.1016/j.ecolmodel.2018.03.004
Etapas de desarrollo de las plantas monocotiledóneas y dicotiledóneas;10.5073/20180906-075743
Stades phénologiques des mono-et dicotylédones cultivées;10.5073/20180906-075455
Entwicklungsstadien mono- und dikotyler Pflanzen;10.5073/20180906-075119
Importance of ecological variables in explaining population dynamics of three important pine pest insects;10.3389/fpls.2018.01667
Phenological variation decreased carbon uptake in European forests during 1999-2013;10.1016/j.foreco.2018.05.062
Ansichten und Einstellungen zu Wald und Forstwirtschaft in Deutschland;10.23765/afjz0002017
Holzprodukte (4.G);
Achieving sustainable cultivation of apples;
"Cypermethrin : Analyse von Cypermethrin aus Holz ; HPLC-Verfahren mit UV-Detektor ; Stand 05/2017";
"DNT Journal 2017: Naturschutz und Landnutzung ; Analysen - Diskussionen - zeitgemäße Lösungen";
Ethische und ästhetische Wertschätzung von Natur am Beispiel mitteldeutscher Buchenwaldgebiete;
Eigenschaften, Nutzungsmöglichkeiten und wirtschaftliche Bedeutung von Balsaholz;
Analyse der Holzverwendung in der Verpackungsindustrie der EU;
Weathering and leaching (chapter 7.4);
Material protection (chapter 4.3);
"Entwurf: Hortinnova-Forschungsstrategie : BMEL-Entscheidungshilfevorhaben ""Forschungsstrategie für Innovationen im Gartenbau (Hortinnova)""";
COST FP 1303 Cooperative Performance Test - Results after two years outdoor exposure;
Genetic characterisation of the deathwatch beetle - call for support;
Evaluation of timber bridges with special consideration of detail design;
Verhalten von Parkettfußboden auf einer Fußbodenheizung bei wechselnden Klimata;
Extraction and characterization of bark tannins from domestic softwood species;
"Extraktion von ""Mixed-Tropical-Hardwoods"" mittels flüssigem CO2";
Ulmenkrankheit: Strukturanalyse, konventionelle und biologische Bekämpfungsmethoden;
Einsatz von Fluoreszenzmarkern zum Detektieren von Klebstoffsystemen in Holzwerkstoffen;
Technisches Potential von europäischen Laubhölzern in nichttragenden Gebäudefassaden;
Wechselwirkung von Nadelholz-Lignin und Maleinsäureanhydrid gepfropftes Polyethylen in Polymerblends;
Strukturanalyse von ausgewählten versteinerten Hölzern aus Europa und Afrika;
Untersuchungen zum Einschussverhalten verschiedener Nagelsysteme;
Sammendrag : Plantekongres 2017 : 17.-18. Januar;
Sap flow measurements;10.1007/978-3-319-49389-3_5
Energy and matter fluxes of a spruce forest ecosystem;
Complexity of flow structures and turbulent transport in heterogeneously forested landscapes: large-eddy simulation study of the Waldstein Site;
Modeling of energy and matter exchange;10.1007/978-3-319-49389-3_16
Cooperative Performance Test - results after two years' outdoor exposure;
"Design, Application and Aesthetics of Biobased Building Materials : Vitosha Park Hotel, Sofia, Bulgaria ; 28 February-1 March 2017 : COST FP 1303 Meeting";
Sub-national Forest Transitions: A matter of scale and regional drivers?;
Moorschutz in Deutschland - Optimierung des Moormanagements in Hinblick auf den Schutz der Biodiversität und der Ökosystemleistungen : Bewertungsinstrumente und Erhebung von Indikatoren;10.19217/skr462
Vorkommen, Herstellung und wirtschaftliche Bedeutung von Räucherwerk;
Gender-relevant considerations for developing REDD+ indicators;10.17528/cifor/006398
Der Beitrag der stofflichen Nutzung von Holz zum Klimaschutz : das Modell WoodCarbonMonitor;
Treibhausgasbilanzierung von Holzgebäuden – Umsetzung neuer Anforderungen an Ökobilanzen und Ermittlung empirischer Substitutionsfaktoren (THG-Holzbau);
Upcycling disposable post-consumer bamboo into a value-added product;
Erhebung von Produktion von Hobelware und des Aufkommens von Hobelspänen;
Untersuchungen zum Splintholz und zur Lagerzeit von Gemäldetafeln des 17. Jahrhunderts;
Decomposition dynamics and carbon sequestration of downed coarse woody debris of Fagus sylvatica, Picea abies and Pinus sylvestris;
Nachhaltiges Landmanagement im Norddeutschen Tiefland;10.17875/gup2018-1073
"dritte Bundeswaldinventur :  BWI 2012;  Inventur- und Auswertungsmethoden";
Einfluss der Materialfeuchte auf die Biegefestigkeit, die Biegeelastizität und die Bruchschlagarbeit von Buche und Kiefer;
Efficient, innovative, and inclusive options to overcome monitoring challenges in the early phases of REDD+;
Entwicklung eines Prüfungsverfahrens für die Bewertung der Wirksamkeit einer thermischen Behandlung von Bambus gegenüber Reticulitermes spp.;
Erstellung einer Marketingstrategie für forstliche Nebenprodukte (NTFP) und Dienstleistungen am Beispiel der Hamburger Revierförstereien;
Herstellung von Hochausbeutezellstoff aus Weizenstroh;
Redd+ Kompensationszahlungen zum Walderhalt: Eine Szenarioanalyse;
Ozone oxidation as an improvement for microfibrillation of cellulose;
Aufkommen und Verwendung von Altholz;
Oberflächenvergütung von HDF (High Density Fiberboard);
Einfluss der Rohstoffsortierung auf das vertikale Dichteprofil von Bambus Scrimber;
Ertragsleistung und Unkrautunterdrückungsvermögen von Blauen Lupinen (Lupinus angustifolius) im Gemenge mit ausgewählten Partnern und Saatdichten;
Ertragsleistung, Proteingehalte und -erträge und Winterhärte von Winterformen der Erbsen (Pisum sativum L.) im Gemenge mit Triticale;
IUFRO 125th anniversary congress 2017 : 18-22 September 2017, Freiburg, Germany : abstract book;
Application of NGS to develop molecular markers for monitoring and selection purposes in the context of climate change;
Online survey on forest adaptation and restoration under global change - an approach to gathering expert knowledge and local experiences worldwide;
"Sustainable restoration of Mediterranean forests - Analysis and perspective within the context of bio-based economy development under global changes, Italy; 19-21 April 2017";
Methodology for recording and assessing FFH forest habitat types in the scope of the 3rd National Forest Inventory (NFI 2012);10.3220/WP1494318812000
Einfluss erhöhter atmosphärischer CO2-Konzentration auf Anatomie, Morphologie und Physiologie von Robinia pseudoaccacia;
Anatomisch-mechanische Untersuchung von Follikelgeweben ausgewählter Banksia-Arten;
Struktur und Entwicklung des WPC-Marktes in Deutschland : Markt und Technologiestruktur;
Proceedings IRG Annual Meeting : Ghent, Belgium 4.6.-8.6.2017;
10 year report on COST E17 Round Robin Tests - comparison of results from laboratory and field tests;
Detecting inter- and intra-species specific climate responses of four European tree species;
Comparative studies on the durability of English oak (Quercus robur L.) under in-service, field and laboratory conditions;
"Case study: ""Riesenbühlturm""";
Ensuring quality of treated wood - regulations, certifications and associative background in the field of wood protection in Europe;
Forest adaptation and restoration under global change - concept and status of an IUFRO Task Force;
Planung, Anlage und Betreuung von Versuchsflächen der Forstpflanzenzüchtung : Handbuch für die Versuchsanstellung;10.3220/REP1496222427000
"Rohstoffmonitoring Holz : Holzwerkstoffindustrie 2015 ; Entwicklung der Produktionskapazität und Holzrohstoffnutzung ; Abschlussbericht";
"Rohstoffmonitoring Holz : Sägeindustrie 2015 ; Einschnitt- und Produktionsvolumen ; Zwischenbericht";
"Rohstoffmonitoring Holz : Holz- und Zellstoffindustrie 2015 ; Entwicklung der Produktionskapazität und Holzrohstoffnutzung ; Zwischenbericht";
The role of heterogeneity in spatial plant population dynamics;
"4. HortInnova-Expertenworkshop zum Forschungsfeld: ""Nachhaltigkeit und Unternehmensführung in gartenbaulichen Wertschöpfungsketten"" : 13. + 14. September 2016 an der Hochschule für Technik und Wirtschaft Dresden";
Anatomical studies of wood treated with pressure pulse shock waves;
"Proceedings of the 13th annual meeting of the Northern European Network for Wood Science and Engineering (WSE2017) : September 28-29, 2017 ; Copenhagen, Denmark";
Land Use, Land Use Changes and Forestry (CRF Sector 4), Overview (CRF Sector 4);
Forest land (4.A);
"Plant Cell Wall Symposium : Rotorua, New Zealand ; 21.2.2017 ; Abstracts";
Tree-ring and tracheid characteristics of plantation-grown Douglas fir (Pseudotsuga menziesii (Mirb.) Franco) wood;
Germany's LULUCF inventory 2017;10.3220/CA1509627948000
Felder, Wälder, Treibhausgase: Landnutzung und Klimaschutz;10.3220/CA1509089296000
Rückrechnungen aufgrund des In-Country-Review 2016;
Hochwertiges Forstvermehrungsgut im Klimawandel : Symposium des Verbundprojektes FitForClim vom 14. bis 15. Juni 2016 in Chorin;
Der Holzfluss in Deutschland und seine Preisabhängigkeit am Beispiel Bausektor;
Gehölze in historischen Gärten im Klimawandel – Transdisziplinäre Ansätze zur Erhaltung eines Kulturguts;
Resistenzforschung im Forst;
Methode zur Erfassung und Bewertung der FFH-Waldlebensraumtypen im Rahmen der dritten Bundeswaldinventur (BWI-2012);10.3220/WP1483429638000
Intelligenter Pflanzenbau;
The role of heterogeneity in spatial plant population dynamics;
Primary production: Forestry;
Status quo der Umsetzung von Naturschutz im Wald gegen Entgelt in Deutschland : Ergebnisse einer Befragung von Forstbetrieben;10.3220/WP1513066278000
"Forest condition in Europe : 2017 Technical Report of ICP Forests ; Report under the UNECE Convention on Long-Range Transboundary Air Pollution (CLRTAP)";
Selected meteorological stress indices for 2013-2015;
Tree crown conditions in 2016;
Trends in foliar nitrogen and phosphorus concentrations and ratios since 2000;
Review of ICP forest publications (06/2016-05/2017);
Die forstökologische Forschung mit Lysimetern : Möglichkeiten und Grenzen ihres Einsatzes;
Wirkungsforschung zur Luftreinhaltung;10.3220/CA1512979806000
Ergebnisse der Bundeswaldinventur 2012;
Ergebnisse der Waldentwicklungs- und Holzaufkommensmodellierung 2012;
Kreuzkräuter und Naturschutz;
World markets for wood: status and prospects;10.1007/978-1-4419-0851-3
National Conference on Knowledge and Innovation on Wood and Paper Industry with environment Approach. 20-21 December 2017, Tehran University, Tehran, Iran;
Spatial variation of atmospheric deposition in Europe in 2015;
Introduction;
Methodenbeschreibung zum Tabellenrahmen der European Forest Accounts und Ergebnisse der Jahre 2014 und 2015 : Abschlussbericht Teilprojekt 3;
Eigenanzucht vs. Fremdanzucht von Gehölzen für historische Gärten im Klimawandel;
Jornadas de Salicáceas 2017 - V Congreso Internacional de Salicáceas “Oportunidades para el Desarrollo Productivo y Energético  de los Álamos y Sauces”;
"Ergebnisprotokoll des HortInnova-Ergebnisworkshops am 4. und 5. April 2017 an der Humboldt-Universität zu Berlin : BMEL-Entscheidungshilfevorhaben ""Forschungsstrategie für Innovationen im Gartenbau (HortInnova)""";
"HortInnova-Forschungsstrategie : Abschlussbericht ; BMEL-Entscheidungsvorhaben ""Forschungsstrategie für Innovationen im Gartenbau - HortInnova ; Osnabrück, 7.Juli 2017";
"HortInnova-Forschungsstrategie : Anhang (Materialband) ; BMEL-Entscheidungshilfevorhaben ""Forschungsstrategie für Innovationen im Gartenbau - HortInnova""";
Bioökonomie für Einsteiger;
Forest inventories - status quo in Ukraine, record of Germany and quidelines by FAO : agricultural policy report;
Bestimmung der prozessbedingten chemischen Holz- und Faserstoffeigenschaften bei der Erzeugung von Refinerfaserstoffen für die MDF-Herstellung;
Verbundforschungsbericht WEHAM-Szenarien : Stakeholderbeteiligung bei der Entwicklung und Bewertung von Waldbehandlungs- und Holzverwendungsszenarien;10.3220/WP1499246183000
"International Conference ""Wood Science and Engineering in the Third Millenium"" - ICWSE 2017 (Proceedings) : November 2-4, 2017 ; Transylvania University, Brasov, Romania";
European Co-operation in wood research : from native wood engineered materials: part 1: chemical modification with native impregnation agents;
Proceedings of the International Panel Products Symposium 2017 : Llandudno, Wales, 4-5 October 2017;
Evaluation of VOC from building products at European level - chances and challenges for wood and wood-based products;
Improvement of forest management key strategies: a contribution to conservation and sustainable land use;10.5678/LCRS/PAK823-825.CIT.1644
Evaluation of production process parameters on geopolymer binder characteristics;
Optimización de un sistema de modificación génetica de álamos para la incorporación de genes inductores de floración temprana y androesterilidad;
Verwendungszonen für Vermehrungsgut von Douglasie auf Basis von Klimadaten und Herkunftsversuchen;
Regressionsanalytischer Ansatz zur versuchsübergreifenden Auswertung von Herkunfts-Versuchen mit Wald-Kiefer (Pinus sylvestris L.);
3D-reflected-light microscopy as a tool for wood identification in historical instruments;
Waldböden im Solling: Umweltmonitoring, Melioration und forstliche Bewirtschaftungsoptionen;
Risikobewertung: Wie hoch ist die Gefährdung durch Pyrrolizidin-Alkaloide?;
Topochemical analyzes of furfuryl alcohol modified Radiata pine (Pinus radiata);
Evaluation of plywood properties produced with geopolymer binder;
Optimierte Saatgutqualität durch einzelbaumweise Beerntung - eine Untersuchung an Buche (Fagus sylvatica L.);10.4432/0300-4112-88-17
Die Traubeneiche und ihre Herkünfte (Teil 2);
Die Traubeneiche und ihre Herkünfte (Teil 1);
Biobasierter Hybrid-Sandwichwerkstoff aus Holz und Celluloseschaum;
Nadelwälder in Deutschland : eine Bestandsaufnahme;
European co-operation in wood research from native wood to engineered materials. Part 1: Chemical modification with native impregnation agents;
Nationale Treibhausgasberichterstattung: Neue Funktionen zur Schätzung der oberirdischen Biomasse am Einzelbaum;10.4432/0300-4112-88-31
«Rotfinder» erfasst zuverlässig Kernfäulen in Fichten;
Fasern im Fokus : Holzartenbestimmung von Faserplatten - Erfahrungen aus den Prüfungen im Kontext der EUTR;
Monetäre Bewertung von Ökosystemleistungen: eine kritische Sicht auf einige Kritiken (Essay);10.3188/szf.2017.0014
Wood inspection prior the on-site visit;
Variabilidad intraexpecifica en la calidad de semillas de especies forestales nativas en bosques montanos en el sur del Ecuador: Implicaciones para la restauracion de bosques;10.15359/rca.51-2.3
Challenges for life cycle assessment of palm oil production systems;
Polylactide/lignin blends: effects of processing conditions on structure and thermo-mechanical properties;10.1007/s10973-017-6253-0
