Title;DOI
Effect of wood species, digester conditions, and defibrator disc distance on wettability of fiberboard;10.1007/s10086-017-1620-9
Screening of novel bacteria for the 2,3-butanediol production;10.1007/s00253-016-7849-1
"Long term farming systems affect soils potential for N2O production
and reduction processes under denitrifying conditions";10.1016/j.soilbio.2017.06.025
Measuring 15N abundance and concentration of aqueous nitrate, nitrite, and ammonium by membrane inlet quadrupole mass spectrometry;10.1021/acs.analchem.7b00724
Genomics of sex determination in dioecious trees and woody plants;10.1007/s00468-017-1525-7
Status and prospects for renewable energy using wood pellets from the southeastern United States;10.1111/gcbb.12445
Stability of buried carbon in deep-ploughed forest and cropland soils - implications for carbon stocks;10.1038/s41598-017-05501-y
Supplementary information to: Japan disregards whaling review again;10.1038/547032b
Microscopic investigations concerning in situ oxalate formation by the brown-rot fungus Poria Placenta;10.12841/wood.1644-3985.215.01
Biocontrol of the toxigenic plant pathogen Fusarium culmorum by soil fauna in an agroecosystem;10.1007/s12550-017-0282-1
"Is there a need for a new governance model for regionalised Fisheries
Management? Implications for science and advice";10.1016/j.marpol.2017.07.015
Quantifying N2O reduction to N2 based on N2O isotopocules - validation with independent methods (helium incubation and 15N gas flux method);10.5194/bg-14-711-2017
Impact of tropospheric ozone on terrestrial biodiversity: a literature analysis to identify ozone sensitive taxa;10.5073/JABFQ.2017.090.012
Flächenbedarf und regionale Versorgungskapazitäten städtischer Ernährungsmuster am Beispiel Berlins;10.4455/eu.2017.003
Ontogenetic loops in habitat use highlight the importance of littoral habitats for early life-stages of oceanic fishes in temperate waters;10.1038/srep42709
Accounting for inter-annual variability of farm activity data for calculation of greenhouse gas emissions in dairy farming;10.1007/s11367-017-1307-x
EU-wide economic and environmental impacts of CAP greening with high spatial and farm-type detail;10.1111/1477-9552.12217
Planung, Anlage und Betreuung von Versuchsflächen der Forstpflanzenzüchtung : Handbuch für die Versuchsanstellung;10.3220/REP1496222427000
Editorial: studying tree responses to extreme events;10.3389/fpls.2017.00596
Decision support tools in marine spatial planning: present applications, gaps and future perspectives;10.1016/j.marpol.2017.05.031
Variabilidad intraexpecifica en la calidad de semillas de especies forestales nativas en bosques montanos en el sur del Ecuador: Implicaciones para la restauracion de bosques;10.15359/rca.51-2.3
Effect of volatile organic compounds from Pinus sylvestris and Picea abies on Staphylococcus aureus, Escherichia coli, Streptococcus pneumoniae and Salmonella enterica serovar Typhimurium;10.1515/hf-2017-0007
Verbundforschungsbericht WEHAM-Szenarien : Stakeholderbeteiligung bei der Entwicklung und Bewertung von Waldbehandlungs- und Holzverwendungsszenarien;10.3220/WP1499246183000
The impact of crop parameters and surrounding habitats on different pollinator group abundance on agricultural fields;10.1016/j.agee.2017.03.009
Limited protection of macro-aggregate-occluded organic carbon in Siberian steppe soils;10.5194/bg-14-2627-2017
Soil mineral N dynamics and N2O emissions following grassland renewal;10.1016/j.agee.2017.06.013.
Towards an unbiased filter routine to determine precipitation and evapotranspiration from high precision lysimeter measurements;10.1016/j.jhydrol.2017.04.015
"Think outside of the wooden box! : PhD workshop Hamburg - COST Action FP1407 ; Proceedings of the ""Think outside of the wooden box!"" PhD workshop Hamburg within COST Action FP1407 STSM, July 3 - 6, 2017, Hamburg Bergedorf-Campus";10.25592/oa2958636
Wood processing residues;10.1007/10_2016_69
Sex ratio variation in an exploited population of common octopus: ontogenic shifts and spatio-temporal dynamics;10.1007/s10750-016-3065-3
Organic Agriculture 3.0 is innovation with research;10.1007/s13165-016-0171-5
A generic aggregation approach to account for statistical uncertainty when combining multiple assessment results;10.1016/j.ecolind.2016.10.027
Diseases of dab (Limanda limanda): Analysis and assessment of data on externally visible diseases, macroscopic liver neoplasms and liver histopathology in the North Sea, Baltic Sea and off Iceland;10.1016/j.marenvres.2015.12.009
Costs and carbon sequestration potential of alternative forest management measures in Germany;10.1016/j.forpol.2017.01.005
Metabolism of Seriola lalandi during starvation as revealed by fatty acid analysis and compound-specific analysis of stable isotopes within amino acids;10.1371/journal.pone.0170124
Zum Beispiel Kabeljau und Hering : Fischerei, Überfischung und Fischereimanagement im Nordatlantik;10.1007/978-3-662-49741-2_39
Cephalopods of the Sargasso Sea: distribution patterns in relation to oceanography;10.1007/s12526-016-0629-4
Quantitative analysis of the etherification degree of phenolic hydroxyl groups in oxyethylated lignins: correlation of selective aminolysis with FTIR spectoscopy;10.1021/acssuschemeng.6b01495
Landwirtschaft;10.1007/978-3-662-50397-3_18
Optimierte Saatgutqualität durch einzelbaumweise Beerntung - eine Untersuchung an Buche (Fagus sylvatica L.);10.4432/0300-4112-88-17
Reciprocal tariff reductions under asymmetric bargaining power;10.1111/twec.12481
Exploring social-ecological dynamics of a coral reef resource system using participatory modeling and empirical data;10.1016/j.marpol.2017.01.014
Advancing marine conservation in European and continuous seas with the MarCons Action;10.3897/rio.3.e11884
Planungstheorie und Planungswissenschaft im Praxistest: Arbeitsalltag und Perspektiven von Regionalplanern in Deutschland;10.1007/s13147-016-0464-x
A screening study on extractive content and composition of Scots pine heartwood of three stands with close proximity and their resistance against basidiomycetes;10.1080/20426445.2016.1271091
Dynamic of nematode communities in energy plant cropping systems;10.1016/j.ejsobi.2016.12.002
Influence of face-to-core layer ratio and core layer resin content on the properties of density-decreased particleboards;10.1007/s00107-016-1059-5
Investigation of the interrelations between defibration conditions, fiber size and medium-density fiberboard (MDF) properties;10.1007/s00107-016-1094-2
Influence of material origin on the size distribution of wood particles for wood-plastic composite (WPC) manufacture;10.1007/s00107-016-1122-2
Effect of species and grinding disc distance on the surface roughness parameters of medium density fiberboard;10.1007/s00107-016-1081-7
The footprint of bottom trawling in European waters: distribution, intensity, and seabed integrity;10.1093/icesjms/fsw194
Interaction of minerals, organic matter, and microorganisms during biogeochemical interface formation as shown by a series of artificial soil experiments;10.1007/s00374-016-1161-1
Cutaneous bacterial communities of a poisonous salamander: a perspective from life stages body parts and environmental conditions;10.1007/s00248-016-0863-0
Direct and indirect controls of the interannual variability in atmospheric CO2 exchange of three contrasting ecosystems in Denmark;10.1016/j.agrformet.2016.10.023
Ökosystembasierte Klimapolitik für Deutschland;10.1007/978-3-658-05578-3_12
Strategy elements for a sustainable bioenergy policy based on scenarios and systems modeling: Germany as example;10.1002/ceat.201600259
Effect of ingredient ratios of rigid polyurethane foam on foam core panels properties;10.1002/app.44722
Predator and prey: the role of the round goby Neogobius melanostomus in the western Baltic;10.1080/17451000.2016.1241412
Pflanzenzüchterische Anpassung von Kulturpflanzen an zukünftige Produktionsbedingungen im Zeichen des Klimawandels;10.1399/jfk.2017.02.03
Spatial genetic structure within and among seed stands of Pinus engelmannii Carr. and Pinus leiophylla Schiede ex Schltdl. & Cham, in Durango, Mexico;10.3390/f8010022
Chilling and forcing requirements for foliage bud burst of European beech (Fagus sylvatica L.) differ between provenances and are phenotypically plastic;10.1016/j.agrformet.2016.12.002
Impact of recent changes in agricultural land use on farmland bird trends;10.1016/j.agee.2017.01.041
Succession in ant communities (Hymenoptera: Formicidae) in deciduous forest clear-cuts - an Eastern European case study;10.14411/eje.2017.013
Larval fish assemblages across an upwelling front: indication for active and passive retention;10.1016/j.ecss.2016.12.015
Umweltökonomische Gesamtrechnung für den Wald: Möglichkeiten und Grenzen;10.3188/szf.2017.0032
Methode zur Erfassung und Bewertung der FFH-Waldlebensraumtypen im Rahmen der dritten Bundeswaldinventur (BWI-2012);10.3220/WP1483429638000
The database of the PREDICTS (Projecting Responses of Ecological Diversity In Changing Terrestrial Systems) project;10.1002/ece3.2579
Monetäre Bewertung von Ökosystemleistungen: eine kritische Sicht auf einige Kritiken (Essay);10.3188/szf.2017.0014
A nearest neighbour approach by genetic distance to the assignment of individual trees to geographic origin;10.1016/j.fsigen.2016.12.011
Impact analysis of climate data aggregation at different spatial scales on simulated net primary productivity for croplands;10.1016/j.eja.2016.06.005
Thermal oxidation does not fractionate soil organic carbon with differing biological stabilities;10.1002/jpln.201600172
Codend selectivity in a commercial Danish anchor seine;10.1016/j.fishres.2016.10.006
Sensitivity of soil carbon fractions and their specific stabilization mechanisms to extreme soil warming in a subarctic grassland;10.1111/gcb.13491
Replacing silage maize for biogas production by sugar beet - a system analysis with ecological and economical approaches;10.1016/j.agsy.2016.10.004
Qualitative and quantitative response of soil organic carbon to 40 years of crop residue incorporation under contrasting nitrogen fertilisation regimes;10.1071/SR15377
Spatial genetic structure in four Pinus species in the Sierra Madre Occidental, Durango, Mexico;10.1139/cjfr-2016-0154
Soil N2O fluxes and related processes in laboratory incubations simulating ammonium fertilizer depots;10.1016/j.soilbio.2016.10.005
Effect of past peat cultivation practices on present dynamics of dissolved organic carbon;10.1016/j.scitotenv.2016.07.121
Low effect of different feeding regimes on growth and feed conversion efficiency of juvenile Eurasian perch (Perca fluviatilis);10.1111/are.13226
Giving meaning to Ellenberg nutrient values: National forest soil inventory yields frequency-based scaling;10.1111/avsc.12278
Uncovering context-induced status quo effects in choice experiments;10.1016/j.jeem.2016.09.002
Post-smolt survival of Baltic salmon in context to changing environmental conditions and predators;10.1093/icesjms/fsw178
Nitrification inhibitors mitigate N2O emissions more effectively under straw-induced conditions favoring denitrification;10.1016/j.soilbio.2016.10.022
Multiple policy instruments for sustainable water management in crop production - a modeling study for the Chinese Aksu-Tarim region;10.1016/j.ecolecon.2016.12.012
Effect of six 100 % organic feeding strategies differing in external input demand on animal performance and production costs of piglets before and after weaning;10.1007/s13165-016-0157-3
Social innovation in rural development: identifying the key factors of success;10.1111/geoj.12180
"Fishing for MSY: using ""pretty good yield"" ranges without impairing recruitment";10.1093/icesjms/fsw111
Establishing a benchmarking for fish farming - Profitability, productivity and energy efficiency of German, Danish and Turkish rainbow trout grow-out systems;10.1111/are.13144
PAH metabolites in fish bile: from the Seine Estuary to Iceland;10.1016/j.marenvres.2016.02.014
Mercury species in dab (Limanda limanda) from the North Sea, Baltic Sea and Icelandic waters in relation to host-specific variables;10.1016/j.marenvres.2016.03.001
Aquaculture in the German print media;10.1007/s10499-016-0021-1
Integrated chemical and biological assessment of contaminant impacts in selected European coastal and offshore marine areas;10.1016/j.marenvres.2016.05.014
DNA damage in dab (Limanda limanda) and haddock (Melanogrammus aeglefinus) from European seas;10.1016/j.marenvres.2016.01.001
Tracking changes in the land use, management and drainage status of organic soils as indicators of the effectiveness of mitigation strategies for climate change;10.1016/j.ecolind.2016.08.004
Controlling factors for the stability of subsoil carbon in a dystric cambisol;10.1016/j.geoderma.2016.08.023
Uptake of nitrogen from natural food into fish in differently managed polyculture ponds using 15N as tracer;10.1007/s10499-016-0015-z
Achieving maximum sustainable yield in mixed fisheries: a management approach for the North Sea demersal fisheries;10.1093/icesjms/fsw126
Dynamics between North American and European agricultural futures prices during turmoil and financialization;10.1111/boer.12079
Forest site classification in the Southern Andean Region of Ecuador: a case study of pine plantations to collect a base of soil attributes;10.3390/f8120473
Simulating stakeholder-based land-use change scenarios and their implication on Above-Ground Carbon and environmental management in Northern Thailand;10.3390/land6040085
Inter- and transdisciplinarity in bioeconomy;10.1007/978-3-319-68152-8_4
Analysis of the influences on plumage condition in laying hens: How suitable is a whole body plumage core as an outcome?;10.3382/ps/pex321
Ökonomische Bewertung eines Glyphosatverzichts auf einzelbetrieblicher Ebene;10.24989/OEGA.JB.26.16
Spatial relationships between above-ground biomass and bird species biodiversity in Palawan, Philippines;10.1371/journal.pone.0186742
Future developments in German fish market - integration of market expert knowledge into a modelling system;10.18461/pfsd.2017.1710
Consumers' willingness to pay for climate-friendly food in European countries;10.18461/pfsd.2017.1738
Consumers' perspective on dual-purpose chickens;10.18461/pfsd.2017.1717
Trust no one? Citizens' concerns regarding the pork and dairy supply chain;10.18461/pfsd.2017.1709
Wirkungsforschung zur Luftreinhaltung;10.3220/CA1512979806000
Characterization of polypropylene itaconate in dinyl benzene and methylene bisacrylamide;10.1016/j.matchemphys.2016.11.036
Development of multiplexed marker sets to identify the most relevant poplar species for breeding;10.3390/f8120492
Status quo der Umsetzung von Naturschutz im Wald gegen Entgelt in Deutschland : Ergebnisse einer Befragung von Forstbetrieben;10.3220/WP1513066278000
Estimating escapement of fish and invertebrates in a Danish anchor seine;10.1093/icesjms/fsx066
Climate induced human demographic and cultural change in northern Europe during the mid-Holocene;10.1038/s41598-017-14353-5
Improvement of forest management key strategies: a contribution to conservation and sustainable land use;10.5678/LCRS/PAK823-825.CIT.1644
Evaluation study of the payment for agricultural practices beneficial for the climate and the environment : final report;10.2762/71725
Reduced tillage enhances earthworm abundance and biomass in organic farming: A meta-analysis;10.3220/LBF1512114926000
Itaconic acid production from wheat chaff by Aspergillus terreus;10.1016/j.procbio.2017.08.010
"Innovative research for organic 3.0 : volume 1, proceedings of the scientific track at the Organic World Congress 2017 ; November 9-11 in Delhi, India";10.3220/REP1510907717000
"Innovative research for organic 3.0 : volume 2, proceedings of the scientific track at the Organic World Congress 2017 ; November 9-11 in Delhi, India";10.3220/REP1510908963000
Topochemical analyses of furfuryl alcohol-modified radiata pine (Pinus radiata) by UMSP, light microscopy and SEM;10.1515/hf-2016-0219
Multi-model uncertainty analysis in predicting grain N for crop rotations in Europe;10.1016/j.eja.2016.12.009
Catalytic demethylation of organosolv lignin in aqueous medium using indium triflate under microwave irradiation;10.1016/j.reactfunctpolym.2017.08.007
Determination of uronic acids and neutral carbohydrates in pulp and biomass by hydrolysis, reductive amination and HPAEC-UV;10.1515/hf-2017-0020
Quantitative investigations of xylose and arabinose substituents in hydroxypropylated and hydroxyvinylethylated arabinoxylans;10.1016/j.carbpol.2017.08.034
Oxidation of lignin in hemp fibres by laccase: effects on mechanical properties of hemp fibres and unidirectional fibre/epoxy composites;10.1016/j.compositesa.2017.01.026
Temporary immersion bioreactors (TIB) provide a versatile, cost-effective and reproducible in vitro analysis of the response of pineapple shoots to salinity and drought;10.1007/s11738-017-2576-5
Mineral composition of a transgenic pineapple clone grown in the field for 8 yr;10.1007/s11627-017-9858-x
Is soil texture a major controlling factor of root:shoot ratio in cereals?;10.1111/ejss.12466
Is biomass accumulation in forests an option to prevent climate change induced increases in nitrate concentrations in the North German Lowland?;10.3390/f8060219
Quantifying predation on Baltic cod early life stages;10.1139/cjfas-2016-0215
Impact of land-use change and soil organic carbon quality on microbial diversity in soils across Europe;10.1093/femsec/fix146
Community ecology in 3D: Tensor decomposition reveals spatio-temporal dynamics of large ecological communities;10.1371/journal.pone.0188205
The implication of input data aggregation on up-scaling soil organic carbon changes;10.1016/j.envsoft.2017.06.046
Report assessing the effects of key NIS on ecosystem functioning;10.3289/BIO-C3_D2.3
The nitrogen cycle: a review of isotope effects and isotope modeling approaches;10.1016/j.soilbio.2016.11.015
Particulate matter in equestrian stable and riding arenas;10.1016/j.jevs.2017.04.004
Nutritional requirements and the impact of yeast extract on the D-lactic production by Sporolactobacillus inulinus;10.1039/c7gc01796k
An assessment framework for benefit sharing mechanisms to reduce emissions from deforestation within a forest policy mix;10.1002/eet.1771
Mapping fish community biodiversity for European marine policy requirements;10.1093/icesjms/fsx060
Aquaculture site selection and marine spatial planning: the roles of GIS-based tools and models;10.1007/978-3-319-51159-7_6
Quantitative insights into the fast pyrolysis of extracted cellulose, hemicelluloses, and lignin;10.1002/cssc.201700984
Felder, Wälder, Treibhausgase: Landnutzung und Klimaschutz;10.3220/CA1509089296000
Research for PECH Committee - Marine recreational and semi-subsistence fishing - its value and its impact on fish stocks : Study;10.2861/2728
Quantification of soil properties with hyperspectral data: selecting spectral variables with different methods to improve accuracies and analyze prediction mechanisms;10.3390/rs9111103
Cross-taxa generalities in the relationship between population abundance and ambient temperatures;10.1098/rspb.2017.0870
Germany's LULUCF inventory 2017;10.3220/CA1509627948000
The potential of wheat straw high yield MEA pulp for enhancing strength properties of recycled paper;10.15376/biores.12.4.8255-8271
Developing and validating a multi-level ecological model of eastern Baltic cod (Gadus morhua) in the Bornholm Basin - a case for domain-specific languages;10.1016/j.ecolmodel.2017.07.012
Evaluation of DCF 2016 annual reports & data transmission to end users in 2016 & preparation for the new assessment of annual reports and data transmission (STECF-17-10);10.2760/036445
Quality assurance for DCF data (STECF-17-11);10.2760/680253
The 2017 annual economic report on the EU fishing fleet (STECF 17-12);10.2760/36154
Supplement of Effect of soil saturation on denitrification in a grassland soil;10.5194/bg-14-4691-2017-supplement
Effect of soil saturation on denitrification in a grassland soil;10.5194/bg-14-4691-2017
TropFishR: an R package for fisheries analysis with length-frequency data;10.1111/2041-210X.12791
Extending electronic length frequency analysis in R;10.1111/fme.12232
Assessing the ecotoxicity of potentially neurotoxic substances - Evaluation of a behavioural parameter in the embryogenesis of Danio rerio;10.1016/j.chemosphere.2017.07.136
The effect of deep tillage on crop yield - What do we really know?;10.1016/j.still.2017.07.005
Growth response of 98 barley (Hordeum vulgare L.) genotypes to elevated CO2 and identification of related quantitative trait loci using genome-wide association studies;10.1111/pbr.12501
"Response of the rhizosphere prokaryotic community of barley (Hordeum vulgare L.) to elevated atmospheric CO2 concentration in open-top
chambers";10.1002/mbo3.462
Energy requirements and excretion rates of pigs used for reproduction (young sows, young boars, breeding sows and boars) - a compilation and assessment of models;10.3220/LBF1501498873000
Tierarzneimittel (Antiparasitika) im Kuhfladen - Ein Risiko für Nicht-Ziel-Organismen (Literaturübersicht);10.3220/LBF1501500814000
Quantifying the effect of labor market size on learning externalities;10.3220/WP1502798530000
DNA taxonomy in the timber genus Milicia: evidence of unidirectional introgression in the West African contact zone;10.1007/s11295-017-1174-4
Carbon stocks in tree biomass and soils of German forests;10.1515/forj-2017-13
F.R.A.N.Z.-Studie – Hindernisse und Perspektiven für mehr Biodiversität in der Agrarlandschaft;10.3220/WP1503042751000
Moving beyond the MSY concept to reflect multidimensional fisheries management objectives;10.1016/j.marpol.2017.08.012
Abschätzung des Schadpotentials von Hochwasser- und Extremwetterereignissen für landwirtschaftliche Kulturen;10.3220/WP1503576083000
Salinity affects behavioral thermoregulation in a marine decapod crustacean;10.1016/j.seares.2017.08.009
Regionale Erreichbarkeit von ausgewählten Fachärzten, Apotheken, ambulanten Pflegediensten und weiteren ausgewählten Medizindienstleistungen in Deutschland - Abschätzung auf Basis des Thünen-Erreichbarkeitsmodells;10.3220/WP1503653790000
Genomic differentiation and demographic histories of Atlantic and Indo-Pacific Yellowfin Tuna (Thunnus albacares) population;10.1093/gbe/evx067
Evolution of hemoglobin genes in codfishes influenced by ocean depth;10.1038/s41598-017-08286-2
Assessing environmental impacts of genetically modified plants on non-target organisms: the relevance of in planta studies;10.1016/j.scitotenv.2017.01.039
Research strategy of the German Agricultural Research Alliance (DAFA) for the development of the organic farming and food sector in Germany;10.1007/s13165-017-0187-5
Amphibian skin microbiota exhibits temporal variation in community structure but stability of predicted Bd-inhibitory function;10.1038/ismej.2017.41
Consumers’ attitudes on carbon footprint labelling - Results of the SUSDIET project;10.3220/WP1507534833000
Collembolans and soil nematodes as biological regulators of the plant pathogen Fusarium culmorum;10.1007/s41348-017-0111-y
PESFOR-W: Improving the design and environmental effectiveness of woodlands for water payments for ecosystem services;10.3897/rio.3.e13828
"Comparison of different cyclic organic carbonates in the oxyalkylation of
various types of lignin";10.1016/j.reactfunctpolym.2017.09.011
Prediction of soil organic carbon at the country scale: stratification strategies for near-infrared data;10.1111/ejss.12485
Factors controlling the variability of organic matter in the top- and subsoil of a sandy Dystric Cambisol under beech forest;10.1016/j.geoderma.2017.09.028
Characterization of natural variation in North American Atlantic Salmon populations (Salmonidae: Salmo salar) at a locus with a major effect on sea age;10.1002/ece3.3132
Naturschutzfachliche Ausgestaltung von Ökologischen Vorrangflächen;10.19217/skr472
The distributional effect of commuting subsidies - Evidence from geo-referenced data and a large-scale policy reform;10.1016/j.regsciurbeco.2017.08.001
Assessing farm animal welfare - guidelines for on-farm self-assessment;10.15150/lt.2017.3166
Food for thought : Pelagic habitat: exploring the concept of good environmental status;10.1093/icesjms/fsx158
Use of oxygen isotopes to differentiate between nitrous oxide produced by fungi or bacteria during denitrification;10.1002/rcm.7909
Predation on larval Atlantic herring (Clupea harengus) in inshore waters of the Baltic Sea;10.1016/j.ecss.2017.08.017
Modellvorhaben chance.natur - Endbericht der Begleitforschung;10.3220/REP1505224575000
Persistent organic pollutants and related biological responses measured in coastal fish using chemical and biological screening methods;10.1080/15287394.2017.1372870
Bacterial communities and metabolic activity of faecal cultures from equol producer and non-producer menopausal women under treatment with soy isoflavones;10.1186/s12866-017-1001-y
Ghrelin plasma concentration does not ovary with energy demand in adult laying hens;10.1016/j.domaniend.2017.06.006
Multi-gene phylogeny of jacks and pompanos (Caragidae), including placement of monotypic vadigo Campogramma glaycos;10.1111/jfb.13509
Structural change in European agriculture : paper for XV EAAE Congress 2017, Parma, August 28th - September 1st 2017;10.22004/ag.econ.261141
Strategien kleiner und mittlerer Betriebe in angespannten Arbeitsmarktlagen : eine Untersuchung am Beispiel der niedersächsischen Ernährungswirtschaft;10.3220/REP1513586675000
Evaluation of DCF National Work Plan amendments for 2018/19 (STECF-17-19);10.2760/217016
Überregional aktive Kapitaleigentümer in ostdeutschen Agrarunternehmen: Entwicklungen bis 2017;10.3220/REP1510300718000
Leaves from banana (Musa nana) and maize (Zea mays) have no phyto-prophylactic effects on the susceptibility of grass carp (Ctenopharyngodon idella) to Aeromonas hydrophila infection;10.1186/s12917-017-1255-5
Betriebs- und Unternehmensstrukturen in der deutschen Landwirtschaft: Workshop zu vorläufigen Ergebnissen und methodischen Ansätzen;10.3220/WP1510569554000
Aufnahme und Integration von Geflüchteten in ländliche Räume: Spezifika und (Forschungs-)herausforderungen : Beiträge und Ergebnisse eines Workshops am 6. und 7. März 2017 in Braunschweig;10.3220/REP1510576697000
Compositional variations of brown seaweeds Laminaria digitata and Saccharina latissima in Danish waters;10.1007/s10811-017-1056-z
54th plenary meeting report (PLEN-17-01) : plenary meeting, 27-31 March 2017, JRC Ispra;10.2760/33472
55th plenary meeting report (PLEN-17-02) : plenary meeting, 10-14 July 2017, Brussels;10.2760/53335
World markets for sugar and starch: status and prospects;10.1007/978-1-4939-2493-6_997-1
56th plenary meeting report (PLEN-17-03) : plenary meeting, 06-10 November 2017, Brussels;10.2760/605712
Bio-economic methodology (STECF-17-05);10.2760/759034
Climate change versus deforestation: Implications for tree species distribution in the dry forests of southern Ecuador;10.1371/journal.pone.0190092
Whether European eel leptocephali use the Earth’s magnetic field to guide their migration remains an open question;10.1016/j.cub.2017.08.045
Report on dynamics of benthic and pelagic habitats in space and time under different driver forcing, including identification of vulnerable habitats;10.3289/BIO-C3_D3.4
Landesprogramm Ländlicher Raum (LPLR) des Landes Schleswig-Holstein 2014 bis 2020 : Analyse der Inanspruchnahme und Umsetzung;10.3220/5LE1537777426000
World markets for wood: status and prospects;10.1007/978-1-4939-2493-6_990-1
Products components: Alcohols;10.1007/10_2016_74
Unveiling diversity in agricultural markets projections: from EU to member states : a medium-term outlook with the AGMEMOD model;10.2760/363389
Comparing soil physical properties from continuous conventional tillage with long-term reduced tillage affected by one-time inversion;10.1111/sum.12372
Lebensmittelverluste in der deutschen Gemüseproduktion - Erkenntnisse aus Fallstudien zur Erzeugung von Salat und Möhre;10.5288/dgg-pr-sl-2017
Identification of microplastic in effluents of waste water treatment plants using focal plane array-based micro-Fourier-transform infrared imaging;10.1016/j.watres.2016.11.015
Die aktuelle Wahrnehmung der Schweinegesundheit in Deutschland;10.24989/OEGA.JB.26.8
Under pressure - wie nehmen Landwirtinnen und Landwirte in Deutschland den Druck externer Stakeholder wahr?;10.24989/OEGA.JB.26.10
Agrarumwelt- und Klimamaßnahmen des PFEIL-Programms 2014 bis 2020 : Bedeutung des 100-Euro-Bonus für die Beteiligung der Unteren Naturschutzbehörden bei der konkreten Flächenwahl;10.3220/5LE1537777009000
Nachhaltiges Landmanagement im Norddeutschen Tiefland;10.17875/gup2018-1073
Special issue of Organic Agriculture - Organic 3.0;10.1007/s13165-017-0190-x
Integrated indicator framework and methodology for monitoring and assessment of hazardous substances and their effects in the marine environment;10.1016/j.marenvres.2015.09.010
How can we quantify impacts of contaminants in marine ecosystems? : The ICON project;10.1016/j.marenvres.2015.11.006
Maritime ecosystem-based management in practice: lessons learned from the application of a generic spatial planning framework in Europe;10.1016/j.marpol.2016.01.024
Competitive advantages and disadvantages of agriholdings and independent farms - a case study from Ukrainian arable production;10.5836/ijam/2017-06-62
Natura 2000 Intenational Doggerbank survey 2016 [Datenpublikation];10.1594/PANGAEA.872101
Ichthyoplankton hauls made during Alkor cruise AL488 [Datenpublikation];10.1594/PANGAEA.874745
Response of biodiversity indicators to management measures (test of indicators);10.3289/BIO-C3_D5.1
Improving the forecast for biodiversity under climate change;10.1126/science.aad8466
Chemical munitions search & assessment - an evaluation of the dumped munitions problem in the Baltic Sea;10.1016/j.dsr2.2015.01.017
Genetic structure of remnant black poplar (Populus nigra L.) populations along biggest rivers in Serbia assessed by SSR markers;10.1515/sg-2016-0002
Phenolated lignins as reactive precursors in wood veneer and particleboard adhesion;10.1021/acs.iecr.6b00594
Geothermal ecosystems at natural climate change experiments: the ForHot research site in Iceland as a case study;10.16886/IAS.2016.05
Pan-Arctic fisheries and their assessment;10.5772/64745
Analyzing multilevel governance in Vietnam : lessons for REDD+ from the study of land-use change and benefit sharing in Nghe An and Dien Bien provinces;10.17528/cifor/006392
Evaluation of DCF national work plans for 2017-2019 (STECF-16-25);10.2788/101392
MAGGnet: An international network to foster mitigation of agricultural greenhouse gases;10.1080/17583004.2016.1180586
Revealing hidden species diversity in closely related species using nuclear SNPs, SSRs and DNA sequences - a case study in the tree genus Milicia;10.1186/s12862-016-0831-9
Toward understanding the impacts of sediment contamination on a native fish species: transcriptional effects, EROD activity, and biliary PAH metabolites;10.1186/s12302-016-0096-3
"Forstgenetik und Naturschutz : 5. Tagung der Sektion Forstgenetik/Forstpflanzenzüchtung am 15./16. Juni 2016 in Chorin ; Tagungsband";10.3220/REP1481033372000
"Gaseous emissions arising from protein production with German Holsteins - an analysis of the energy and mass flows of the entire production chain
1. Goals, methods and input data";10.3220/LBF1480076778000
"Gaseous emissions arising from protein production with German Holsteins - an analysis of the energy and mass flows of the entire production chain
2. Emissions and reduction potentials";10.3220/LBF1480076929000
Gasförmige Emissionen bei der Eiweißerzeugung mit Deutschen Holsteins - eine Stoffstromanalyse der gesamten Produktionskette 3. Bewertung der Milchkuhhaltung in einer grünlandbasierten Milcherzeugung bei begrenztem Kraftfuttereinsatz;10.3220/LBF1480077043000
Agrarökologisches Potential der Durchwachsenen Silphie (Silphium perfoliatum L.) aus Sicht biologischer Vielfalt;10.1399/jfk.2016.12.12
Corn and soybeans in the central black soil region of Russia: a fundamental shift in cropping patterns ahead of us?;10.5836/ijam/2016-05-44
Abgrenzung und Typisierung ländlicher Räume;10.3220/WP1481532921000
The small town in rural areas as an underresearched type of settlement : editors introduction to the special issue;10.1515/euco-2016-0023
Redistribution of direct payments to permanent grassland: intended and unintended impact;10.1111/1746-692X.12099
Comparison of wood resource assessment in National Forest Inventories;10.1007/978-3-319-44015-6_2
Germany;10.1007/978-3-319-44015-6_21
Effects of dietary purified rapeseed protein concentrate on hepatic gene expression in juvenile turbot (Psetta maxima);10.1111/anu.12251
Influence of sugar and starch content of palm wood on fungal development and prevention of fungal colonization by acid treatment;10.1515/hf-2015-0181
Biological characterization of panels manufactured from recycled particleboards using different adhesives;10.15376/biores.11.2.4935-4946
Hydrocracking of organosolv lignin in subcritical water to useful phenols employing various Raney Nickel catalysts;10.1021/acssuschemeng.6b00342
Current and future ozone risks to global terrestrial biodiversity and ecosystem processes;10.1002/ece3.2568
Food-limited growth of larval Atlantic herring Clupea harengus recurrently observed in a coastal nursery area;10.1186/s10152-016-0470-y
Anguillicola crassus impairs the silvering-related enhancements of the ROS defense capacity in swimbladder tissue of the European eel (Anguilla anguilla);10.1007/s00360-016-0994-0
