Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
Quecksilber in Fischen aus der Nord- und Ostsee (2023) [Datenpublikation];10.3220/DATA20240410161007-0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;54;;33.33;57.14;75.0;50.0;33.33;100.0;50.0;0.0;50.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;54.17
Lebensverhältnisse in ländlichen Räumen - Bewertungen Befragter zu ihrer Gegend: Inhaltliche und methodische Analysen auf Grundlage einer repräsentativen Bevölkerungsbefragung;10.3220/REP1714137703000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Länderübergreifender Bericht der regionalen Fallstudien zur Förderung von LEADER und weiteren ELER-Maßnahmen der ländlichen Entwicklung : Bericht zur Förderperiode 2014-2020 (verlängert bis 2022) in den Ländern Hessen, Niedersachsen, Nordrhein-Westfalen und Schleswig-Holstein;10.3220/5LE1714470902000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Considering grouped or individual non-methane volatile organic compound emissions in life cycle assessment of composting using three life cycle impact assessment methods;10.3390/recycling9030035;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;100;0;0;45;;33.33;71.43;75.0;30.0;33.33;100.0;100.0;0.0;50.0;50.0;100.0;100.0;25.0;0.0;50.0;50.0;50.0
Ökonomische Analysen von Tierwohlmaßnahmen im Projekt InnoRind;10.3220/PB1714634610000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Rahmenbedingungen und Optionen für eine tier- und umweltgerechte Schweinehaltung;10.24355/dbbs.084-202401171552-0;0;;33.33;85.71;75.0;50.0;33.33;100.0;100.0;0.0;100.0;100.0;0.0;100.0;25.0;100.0;50.0;50.0;62.5
Freiwilliges Engagement im Spiegel räumlicher und sozialer Ungleichheit;10.3220/PB1712042986000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
National tree species mapping using Sentinel-1/2 time series and German National Forest Inventory data;10.1016/j.rse.2024.114069;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;75.0;20.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;35.42
Ergebnisse des Projekts "Nationales Tierwohl- Monitoring" (NaTiMon) für die Erfassung des Tierwohls in Landwirtschaft und Aquakultur;10.3220/PB1712045714000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Monitoring Animal Welfare in Agriculture and Fish Farming. Results of the Project "National Animal Welfare Monitoring" (NaTiMon);10.3220/PB1712046679000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Balancing economic and ecological functions in smallholder and industrial oil palm plantations;10.1073/pnas.2307220121;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;0.0;28.57;75.0;20.0;0.0;75.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;29.17
Rural urban nutrient partnership (RUN): Life cycle assessment of multi nutrient recovery from kitchen waste and blackwater;10.3390/recycling9020031;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;100;0;0;45;;33.33;71.43;75.0;30.0;33.33;100.0;100.0;0.0;50.0;50.0;100.0;100.0;25.0;0.0;50.0;50.0;50.0
Deutschlandweiter Status und Entwicklung von Waldstandorten auf organischen Böden;10.3220/PB1713436961000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Status and development of forest sites on organic soils in Germany;10.3220/PB1713437360000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Analyse der Inanspruchnahme von ausgewählten Agrarumwelt- und Klimamaßnahmen sowie der Ökologischen Anbauverfahren (Akzeptanzanalyse) : Landesprogramm ländlicher Raum Schleswig-Holstein 2014 bis 2022;10.3220/5LE1713438427000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Suckler-cow and sheep farming in global comparison - production systems and economics;10.7896/j.2751;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;50.0;100.0;30.0;33.33;100.0;25.0;0.0;50.0;100.0;100.0;100.0;25.0;0.0;50.0;50.0;47.92
Reinforcement fiber production from wheat straw for wastepaper-based packaging using steam refining with sodium carbonate;10.3390/cleantechnol6010016;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;100;0;0;45;;33.33;71.43;75.0;30.0;33.33;100.0;100.0;0.0;50.0;50.0;100.0;100.0;25.0;0.0;50.0;50.0;50.0
Beitrag der forstlichen Förderung zur Wettbewerbsfähigkeit des Forstsektors sowie zum Umwelt- und Ressourcenschutz : Entwicklungsplan für den ländlichen Raum des Landes Hessen (EPLR) 2014 bis 2020;10.3220/5LE1712839815000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Deforestation for agriculture increases microbial carbon use efficiency in subarctic soils;10.1007/s00374-022-01669-2;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;100.0;50.0;66.67;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;100.0;50.0;50.0;66.67
Habitat-specific responses of soil organic matter decomposition to Spartina alterniflora invasion along China’s coast;10.1002/eap.2741;100;100;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;18;;0.0;28.57;75.0;20.0;0.0;75.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;29.17
Carbon sequestration in soils and climate change mitigation - Definitions and pitfalls;10.1111/gcb.16983;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;0.0;28.57;75.0;20.0;0.0;75.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;29.17
Framing future trajectories of human activities in the German North Sea to inform cumulative effects assessments and marine spatial planning;10.1016/j.jenvman.2023.119507;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;75.0;20.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;35.42
Soil depth gradients of organic carbon-13 - A review on drivers and processes;10.1007/s11104-023-06328-5;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;100.0;50.0;66.67;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;100.0;50.0;50.0;66.67
Carbon storage in old hedgerows: The importance of below-ground biomass;10.1111/gcbb.13112;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;0.0;28.57;75.0;20.0;0.0;75.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;29.17
Farm typologies for understanding farm systems and improving agricultural policy;10.1016/j.agsy.2023.103800;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
Livestock grazing and biodiversity: Effects on CO2 exchange in semi-arid Karoo ecosystems, South Africa;10.1016/j.scitotenv.2023.168517;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
