Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
Relative Stabilität in Zeiten des Wandels - Warum es lohnt, über die Fangquotenverteilung in Europa nachzudenken!;10.35006/fischzeit.2023.26;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;50.0;50.0;50.0;100.0;100.0;0.0;100.0;50.0;0.0;100.0;25.0;100.0;50.0;50.0;60.42
A comparison of fishing methods to sample coastal fish communities in temperate seagrass meadows;10.3354/meps14347;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;50.0;50.0;20.0;33.33;100.0;25.0;0.0;50.0;50.0;100.0;0.0;0.0;0.0;50.0;50.0;35.42
Agrarumweltleistungen durch ergebnisbasierte und kollektive Vertragslösungen - Erkenntnisse aus Befragungen in Österreich und Deutschland;10.3220/WP1690974440000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
The future of protein feed: a case study of sustainable substitutes in the German livestock industry;10.1007/s10668-023-03676-1;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;100.0;50.0;66.67;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;100.0;50.0;50.0;66.67
A stepwise multidisciplinary approach to determine the date and provenance of historical wooden objects;10.1016/j.culher.2023.06.023;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;75.0;20.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;35.42
Working Group on Surveys on Ichthyoplankton in the North Sea and Adjacent Seas (WGSINS; outputs from 2022 meeting);10.17895/ices.pub.22146905;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;50.0;50.0;33.33;100.0;100.0;0.0;100.0;50.0;0.0;100.0;25.0;100.0;50.0;50.0;58.33
Herring Assessment Working Group for the Area South of 62° N (HAWG);10.17895/ices.pub.22182034;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;25.0;50.0;33.33;100.0;100.0;0.0;100.0;50.0;0.0;0.0;25.0;100.0;50.0;50.0;54.17
Food waste and losses in the processing sector;10.3220/PB1691394846000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Food waste and losses in the primary production;10.3220/PB1691395231000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Item characteristics of marine litter at the seafloor of the Baltic Sea [Datenpublikation];10.1594/PANGAEA.958427;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100.0;100.0;100.0;80.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;75.0;100.0;50.0;100.0;91.67
Quantitative descripton of marine litter at the seafloor of the Baltic Sea [Datenpublikation];10.1594/PANGAEA.958432;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;0;100;0;100;0;100;63;;100.0;100.0;100.0;80.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;75.0;100.0;50.0;100.0;91.67
Alternative forest management strategies to adapt to climate change: an economic evaluation for Germany;10.3220/WP1691499012000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Viertelselektives Trockenstellen : Antibiotikaeinsatz nachhaltig reduzieren ; Empfehlungen aus der Wissenschaft und Erfahrungen aus der Praxis ; Ratgeber;10.3220/MX1689668102000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Working Group on Mackerel and Horse Mackerel Egg Surveys (WGMEGS);10.17895/ices.pub.23790201;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;50.0;50.0;33.33;100.0;100.0;0.0;100.0;50.0;0.0;100.0;25.0;100.0;50.0;50.0;58.33
Abandoned, lost or otherwise discarded fishing gear (ALDFG) as part of marine litter at the seafloor of the Baltic Sea - Characterization, quantification, polymer composition and possible impact;10.1016/j.marpolbul.2023.115348;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;75.0;20.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;35.42
Bewertung des Tierwohls bei der betrieblichen Eigenkontrolle - Erarbeitung eines Orientierungsrahmens mit Ziel- und Alarmwerten auf Basis einer Delphi-Befragung;10.15150/lt.2023.3294;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;71.43;50.0;50.0;50.0;100.0;50.0;0.0;100.0;50.0;0.0;100.0;25.0;100.0;50.0;50.0;56.25
Working Group on Biological Parameters (WGBIOP; outputs from 2022 meeting);10.17895/ices.pub.23617833;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;85.71;50.0;50.0;33.33;100.0;100.0;0.0;100.0;50.0;0.0;100.0;25.0;100.0;50.0;50.0;58.33
A new approach to estimate soil organic carbon content targets in European croplands topsoils;10.1016/j.scitotenv.2023.165811;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
Staatliches Verbot des Einkaufs von Lebensmitteln und Agrarerzeugnissen unterhalb der Produktionskosten : Erfahrungen in Spanien, Frankreich und Italien sowie Einschätzungen zu einer möglichen Umsetzung in Deutschland;10.3220/WP1692258758000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
The rapid expansion of offshore wind farms challenges the reliability of ICES-coordinated fish surveys - insights from the Baltic Sea;10.1093/icesjms/fsad124;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;71.43;100.0;30.0;33.33;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;0.0;50.0;50.0;54.17
What evidence exists on wild-bee trends in Germany? Research protocol for a systematic map;10.57808/proceed.2023.2;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;33.33;57.14;25.0;50.0;33.33;100.0;50.0;0.0;50.0;50.0;0.0;0.0;25.0;100.0;50.0;50.0;45.83
Double-stranded RNA (dsRNA) technology to control forest insect pests and fungal pathogens: challenges and opportunities;10.1007/s10142-023-01107-y;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;100.0;50.0;66.67;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;100.0;50.0;50.0;66.67
Capital-skill complementarity and regional inequality: A spatial general equilibrium analysis;10.1016/j.regsciurbeco.2023.103937;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;35.71;50.0;10.0;33.33;100.0;25.0;0.0;0.0;50.0;100.0;0.0;0.0;0.0;0.0;50.0;27.08
Overestimating management progress - modelled vs. monitored silver eel escapement in a North Sea draining river;10.1093/icesjms/fsad122;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;71.43;100.0;30.0;33.33;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;0.0;50.0;50.0;54.17
Ökosystemdienstleistungen als Governance-Instrument;10.1007/978-3-658-37222-4_23-1;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;50;;33.33;71.43;100.0;30.0;33.33;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;0.0;50.0;50.0;54.17
Integrating economics into fisheries science and advice: progress, needs, and future opportunities;10.1093/icesjms/fsad005;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;71.43;100.0;30.0;33.33;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;0.0;50.0;50.0;54.17
Reviewing and improving spatiotemporal modeling approaches for mackerel's total annual egg production;10.1007/s11160-023-09795-2;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;100;59;;66.67;71.43;100.0;50.0;66.67;100.0;100.0;0.0;50.0;100.0;100.0;100.0;25.0;100.0;50.0;50.0;66.67
Analyse der F.R.A.N.Z.-Maßnahmen hinsichtlich ihrer Sekundärwirkung auf ausgewählte Ressourcen : F.R.A.N.Z.-Projektbericht;10.3220/MX1692860895000;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;50;;50.0;57.14;50.0;30.0;50.0;100.0;50.0;0.0;50.0;50.0;100.0;0.0;25.0;0.0;50.0;50.0;43.75
Monitorear la sostenibilidad de la bioeconomía : Piloto en Uruguay/ Monitoring the sustainability of the bioeconomy : Pilot in Uruguay;10.4060/cc7309b;100;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;100;100;100;0;0;54;;33.33;50.0;75.0;20.0;33.33;100.0;25.0;0.0;50.0;50.0;100.0;100.0;0.0;0.0;50.0;50.0;39.58
