Dataset Name;Object Identifier;F1: FAIR Metrics Gen2- Unique Identifier;F1: FAIR Metrics Gen2 - Identifier Persistence;F1: FAIR Metrics Gen2 - Data Identifier Persistence;F2: FAIR Metrics Gen2 - Structured Metadata;F2: FAIR Metrics Gen2 - Grounded Metadata;F3: FAIR Metrics Gen2 - Data Identifier Explicitly In Metadata;F3: FAIR Metrics Gen2- Metadata Identifier Explicitly In Metadata;F4: FAIR Metrics Gen2 - Searchable in major search engine;A1.1: FAIR Metrics Gen2 - Uses open free protocol for data retrieval;A1.1: FAIR Metrics Gen2 - Uses open free protocol for metadata retrieval;A1.2: FAIR Metrics Gen2 - Data authentication and authorization;A1.2: FAIR Metrics Gen2 - Metadata authentication and authorization;A2: FAIR Metrics Gen2 - Metadata Persistence;I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Metadata Knowledge Representation Language (strong);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (weak);I1: FAIR Metrics Gen2 - Data Knowledge Representation Language (strong);I2: FAIR Metrics Gen2- Metadata uses FAIR vocabularies (weak);I2: FAIR Metrics Gen2 - Metadata uses FAIR vocabularies (strong);I3: FAIR Metrics Gen2 - Metadata contains qualified outward references);R1.1: FAIR Metrics Gen2 - Metadata Includes License (strong);R1.1: FAIR Metrics Gen2 - Metadata Includes License (weak);Average;;A;F;I;R;A1;F1;F2;F3;F4;I1;I2;I3;R1;R1.1;R1.2;R1.3;FAIR
"T. Lux (2020-12-10): Genome sequence assembly; structural gene prediction and functional annotation for Ae. tauschii accessions TOWWC0112 and TOWWC0106."; 10.5447/ipk/2021/14;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"T. Lux (2021-07-01): Genome sequence assembly; structural gene prediction and functional annotation for Ae. sharonensis; Ae. longissima and Ae. speltoides."; 10.5447/ipk/2022/0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Lange et al. (2014-07-25): IDPredictor: predict database links in biomedical database."; 10.5447/ipk/2012/4;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"IBSC (2016-07-14): Split pseudomolecules of the map-based reference genome assembly of barley cv. Morex."; 10.5447/ipk/2016/36;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"D. Arend et al. (2014-02-14): DPPN Techno: manage; analyse; share and publish phenotype data."; 10.5447/ipk/2014/0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"T. Schmutzer (2020-04-29): SNP matrix and read alignment from 1420 lines of the barley HEB-25 population for candidate gene rec8."; 10.5447/ipk/2020/20;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Gonzalez et al. (2018-08-30): Original and processed historical data gathered during the seed regeneration of the barley collection hosted at the IPK Gatersleben."; 10.5447/ipk/2018/10;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"B. Siegmann (2019-11-08): The high-performance airborne imaging spectrometer HyPlant – From raw images to top-of-canopy reflectance and fluorescence products_ An example dataset from the agricultural research station Campus Klein-Altendorf."; 10.5447/ipk/2019/21;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"D. Arend (2014-09-08): Data Management Experiences and Best Practices from the Perspective of a Plant Research Institute."; 10.5447/ipk/2014/6;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"A. Maurer et al. (2019-11-21): 50k Illumina Infinium iSelect SNP Array data for the wild barley NAM population HEB-25."; 10.5447/ipk/2019/20;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"D. Arend (2014-07-25): The e!DAL JAVA-API - Store; Share and Cite Primary Data in Life Sciences - Presentation."; 10.5447/ipk/2012/11;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"IBSC (2016-07-12): High-resolution GBS map of the Morex x Barke RIL population."; 10.5447/ipk/2016/29;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"D. Douchkov (2018-02-20): Validation sequences set to the article "siFi_ Software for long double-stranded RNAi-target design and off-target prediction"."; 10.5447/ipk/2018/2;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"M. Mascher (2016-01-25): SNP genotype matrix of of a diversity panel of 267 barley accession."; 10.5447/ipk/2016/4;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-08-22): Positions and classifications of repetitive elements in the genome of barley cv. Morex."; 10.5447/ipk/2016/16;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"G. Liu (2016-06-23): Phenotypic data of seven quality traits for a population of Central European wheat hybrids and their parental inbred lines."; 10.5447/ipk/2016/11;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"J. Chen (2016-05-03): RESTful API and trained model to implement a neuro-linguistic algorithms for semantic query suggestion."; 10.5447/ipk/2016/2;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Mascher (2016-01-25): Indel genotype matrix of of a diversity panel of 267 barley accessions."; 10.5447/ipk/2016/5;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-07-21): Protein sequences of high-confidence genes of barley cv. Morex."; 10.5447/ipk/2016/41;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"D. Arend (2014-09-08): The e!DAL JAVA API: Sharing & Citing Research Data in Life Sciences."; 10.5447/ipk/2014/7;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"D. Arend (2014-07-25): The e!DAL JAVA-API - Store; Share and Cite Primary Data in Life Sciences - Poster."; 10.5447/ipk/2012/12;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"M. Mascher (2019-09-16): Source code of the TRITEX assembly pipeline."; 10.5447/ipk/2019/19;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-07-12): Non-redundant sequence constructed from individual assemblies of BACs of barley cv. Morex."; 10.5447/ipk/2016/30;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"D. Arend (2014-07-25): The e!DAL JAVA-API - Store; Share and Cite Primary Data in Life Sciences - Proccedings Paper."; 10.5447/ipk/2012/13;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"D. Arend (2017-10-30): The PGP infrastructure A GCBN – de.NBI service of the IPK Gatersleben (Poster)."; 10.5447/ipk/2017/20;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"S. Kale (2021-10-26): Annotated resistance gene enrichment sequencing (RenSeq) assemblies of a winter wheat diversity panel."; 10.5447/ipk/2022/4;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"P. Verboeven (2014-07-25): Three-dimensional model of airspaces in the developing Brassica napus seed."; 10.5447/ipk/2012/14;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"C. Colmsee (2014-11-24): Hadoop pipeline source code for a semantic based recommendation system in life science."; 10.5447/ipk/2014/18;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"N. Philipp et al. (2019-03-19): Historical phenotypic data from seven decades of seed regeneration in a wheat ex situ collection hosted at the Leibniz Institute of Plant Genetics and Crop Plant Research (IPK)."; 10.5447/ipk/2019/11;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"D. Arend (2014-06-24): The e!DAL JAVA API: Sharing and Citing Research Data in Life Sciences."; 10.5447/ipk/2014/3;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"M. Mascher (2014-07-25): Supporting material for the article 'A sequence-ready physical map of barley anchored genetically by two million SNPs'."; 10.5447/ipk/2013/1;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"IBSC (2016-07-21): Functional information of high confidence genes of barley cv. Morex."; 10.5447/ipk/2016/45;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"P. Herzig et al. (2017-07-10): Phenotype data of eight evaluated traits in a wild barley nested association mapping population at two locations in Dundee; Scotland and Halle; Germany."; 10.5447/ipk/2017/6;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"IBSC (2016-07-11): Composition of the pseudomolecules of barley cv. Morex."; 10.5447/ipk/2016/20;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-07-21): Structural information of low-confidence genes of barley cv. Morex."; 10.5447/ipk/2016/46;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"D. Knoch (2019-05-21): High-throughput phenotyping reveals strong temporal dynamics of QTL action on plant growth in canola."; 10.5447/ipk/2019/10;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"P. Verboeven (2012-11-20): Animated movie of the high-resolution CT images of the developing Brassica napus seed."; 10.5447/ipk/2012/15;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"S. Beier (2016-08-09): ReadTrimmChecker."; 10.5447/ipk/2016/14;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"H. Youssef (2016-09-28): SNP matrix for 214 barley accessions."; 10.5447/ipk/2016/54;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-07-14): Redundancy-masked pseudomolecules of the map-based reference genome assembly of barley cv. Morex."; 10.5447/ipk/2016/35;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Lange et al. (2014-07-25): Distribution of ASCII characters in Database IDs."; 10.5447/ipk/2012/8;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"S. Bachmann-Pfabe (2019-01-23): Screening of wild potato genetic resources for resistance to the white potato cyst nematode."; 10.5447/ipk/2019/2;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-07-21): Structural information of high-confidence genes of barley cv. Morex."; 10.5447/ipk/2016/38;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Mascher (2015-02-19): Information about 243 barley accessions subjected to genotyping-by-sequencing."; 10.5447/ipk/2015/2;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Mascher (2019-04-26): BAC-based sequence scaffolds of barley cv. Morex improved by Dovetail in-vitro proximity ligation data."; 10.5447/ipk/2019/6;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Lange et al. (2014-07-25): Prediction performance for UniProt entry CP20C ARATH."; 10.5447/ipk/2012/9;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"IBSC (2016-07-14): Positions of Morex WGS contigs in the updated POPSEQ map."; 10.5447/ipk/2016/33;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Mascher (2019-04-26): Whole-genome shotgun sequence assemblies of bread wheat cv. Chinese Spring and wild emmer accession Zavitan."; 10.5447/ipk/2019/7;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"A. Junker (2019-11-18): Raw images files from quantitative monitoring of 484 Arabidopsis thaliana plants using high-throughput plant phenotyping (MIAPPE 1.1 update)."; 10.5447/ipk/2020/3;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-07-12): Optical map of barley cv. Morex."; 10.5447/ipk/2016/31;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Schreiber (2018-02-16): Single-nucleotide polymorphism (SNP) matrix for 101 genebank accessions of Secale taxa."; 10.5447/ipk/2018/1;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Kuhlmann (2017-03-01): DNA methylation of the CKX2.1 promotor by terminal drought stress in barley ."; 10.5447/ipk/2017/5;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"D. Arend (2014-09-08): Sharing; Versioning and Annotating SBML Models using the e!DAL Data Repository API."; 10.5447/ipk/2014/5;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-08-22): POPSEQ map on the pseudomolecules of barley cv. Morex ."; 10.5447/ipk/2016/17;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Mascher (2016-05-03): Genotype matrix of a diversity panel of extant barleys and five barley aDNA samples."; 10.5447/ipk/2016/6;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-07-15): Redundant regions in the pseudomolecules of barley cv. Morex."; 10.5447/ipk/2016/25;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"J. Chen (2014-07-25): Spelling correction of TAIR queries using query user refinement which has been recorded in query logs."; 10.5447/ipk/2014/1;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"IBSC (2016-07-21): Representative protein sequences of high-confidence genes of barley cv. Morex."; 10.5447/ipk/2016/44;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Mascher (2015-12-04): Passport data of 228 barley genebank accessions subjected to exome sequencing."; 10.5447/ipk/2016/3;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"H. Mock (2017-08-08): Accumulation of the coumarin scopolin under abiotic stress conditions is mediated by the Arabidopsis thaliana THO_TREX complex ."; 10.5447/ipk/2017/23;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-07-11): Potential contaminants in barley BAC sequence assemblies."; 10.5447/ipk/2016/28;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Mascher (2014-09-08): W7984_WGS_assembly_SNP-based_genetic_positions_and_consensus_genotypes_of_scaffolds."; 10.5447/ipk/2014/10;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"J. Chen (2014-09-16): Search QTL Candidate Genes using the LAILAPS Information Retrieval System."; 10.5447/ipk/2014/15;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"V. Hinterberger (2023-01-30): High throughput phenotyping of seedling quantitative resistance against powdery mildew of the Winter Wheat collection of the German Federal ex situ Genebank for Agricultural and Horticultural Crops at IPK Gatersleben."; 10.5447/ipk/2023/3;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"S. Bachmann-Pfabe (2020-06-26): Evaluation of wild potato germplasm for tuber starch content and nitrogen utilization efficiency."; 10.5447/ipk/2020/19;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"R. Lippmann (2014-07-25): Physiologische und bioanalytische Untersuchungen während der Pollenembryogenese von Hordeum vulgare. Average Normalised Abundances. Replikat 2."; 10.5447/ipk/2012/2;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"IBSC (2016-06-24): Assemblies of individual barley BACs after contamination removal and renaming."; 10.5447/ipk/2016/12;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Nagel (2022-11-15): GLOBAL STRATEGY FOR THE CONSERVATION OF POTATO."; 10.5447/ipk/2022/29;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"D. Arend et al. (2015-01-20): LAILAPS and e!DAL_ Explore Genome Annotations and Publish Research Data."; 10.5447/ipk/2014/19;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"M. Lange et al. (2012-02-01): IDPredictor: predict database links in biomedical database. Supplementary material A.3 for the paper."; 10.5447/ipk/2012/0;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;0;45;;50.0;85.71;75.0;40.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;50.0;50.0;50.0;60.42
"D. Arend (2017-10-30): The PGP infrastructure A GCBN – de.NBI service of the IPK Gatersleben."; 10.5447/ipk/2017/19;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-07-15): Correspondence between non-redundant BAC sequence and split pseudomolecules of barley cv. Morex."; 10.5447/ipk/2016/24;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
"IBSC (2016-07-11): Positional information of single BAC assemblies of barley cv. Morex."; 10.5447/ipk/2016/22;100;100;0;100;100;0;0;0;0;100;0;100;0;100;100;0;0;100;0;100;0;100;50;;50.0;85.71;75.0;50.0;50.0;100.0;100.0;0.0;100.0;100.0;100.0;0.0;25.0;100.0;50.0;50.0;64.58
